# t	yd	y_sensor	y_luenberger	v_luenberger	y_clasico	v_clasico	ie	u
0.0000	0.005000	0.003715	0.003715	0.000000	0.005000	0.000000	0.0200	0.0000
0.0100	0.005000	0.003666	0.003636	0.094734	0.005300	0.030000	0.0200	0.0000
0.0200	0.005000	0.003617	0.004552	0.191341	0.005600	0.030000	0.0200	0.0000
0.0300	0.005000	0.003421	0.004656	0.216851	0.005900	0.030000	0.0200	0.0000
0.0400	0.005000	0.003372	0.004771	0.232605	0.006200	0.030000	0.0200	0.0000
0.0500	0.005000	0.003226	0.004625	0.231637	0.006500	0.030000	0.0200	0.0000
0.0600	0.005000	0.003128	0.004546	0.233745	0.006800	0.030000	0.0200	0.0000
0.0700	0.005000	0.003030	0.004458	0.234620	0.007100	0.030000	0.0200	0.0000
0.0800	0.005000	0.002933	0.004363	0.234923	0.007400	0.030000	0.0178	0.0000
0.0900	0.005000	0.002884	0.004345	0.238157	0.007700	0.030000	0.0178	0.0000
0.1000	0.005000	0.002835	0.004310	0.239436	0.008000	0.030000	0.0178	0.0000
0.1100	0.005000	0.002835	0.004344	0.242945	0.008300	0.030000	0.0178	0.0000
0.1200	0.005000	0.002835	0.004359	0.244298	0.008600	0.030000	0.0178	0.0000
0.1300	0.005000	0.002786	0.004285	0.241572	0.008900	0.030000	0.0178	0.0000
0.1400	0.005000	0.002786	0.004302	0.243553	0.009200	0.030000	0.0178	0.0000
0.1500	0.005000	0.002737	0.004234	0.241326	0.009500	0.030000	0.0178	0.0000
0.1600	0.005000	0.002737	0.004252	0.243437	0.009800	0.030000	0.0200	0.0000
0.1700	0.005000	0.002737	0.004262	0.244387	0.010100	0.030000	0.0178	0.0000
0.1800	0.005000	0.002737	0.004266	0.244666	0.010400	0.030000	0.0200	0.0000
0.1900	0.005000	0.002786	0.004345	0.247886	0.010700	0.030000	0.0178	0.0000
0.2000	0.005000	0.002835	0.004408	0.249192	0.011000	0.030000	0.0178	0.0000
0.2100	0.005000	0.002884	0.004461	0.249590	0.011300	0.030000	0.0178	0.0000
0.2200	0.005000	0.002933	0.004511	0.249657	0.011600	0.030000	0.0200	0.0000
0.2300	0.005000	0.002933	0.004482	0.246518	0.011900	0.030000	0.0200	0.0000
0.2400	0.005000	0.002981	0.004546	0.248387	0.012200	0.030000	0.0200	0.0000
0.2500	0.005000	0.003030	0.004605	0.249263	0.012500	0.030000	0.0200	0.0000
0.2600	0.005000	0.003128	0.004735	0.252670	0.012800	0.030000	0.0200	0.0000
0.2700	0.005000	0.003226	0.004847	0.254004	0.013100	0.030000	0.0200	0.0000
0.2800	0.005000	0.003275	0.004871	0.251281	0.013400	0.030000	0.0200	0.0000
0.2900	0.005000	0.003275	0.004830	0.247014	0.013700	0.030000	0.0200	0.0000
0.3000	0.005000	0.003275	0.004812	0.245415	0.014000	0.030000	0.0200	0.0000
0.3100	0.005000	0.003275	0.004806	0.244944	0.014300	0.030000	0.0200	0.0000
0.3200	0.005000	0.003324	0.004883	0.247948	0.014600	0.030000	0.0200	0.0000
0.3300	0.005000	0.003519	0.005180	0.258555	0.014900	0.030000	0.0200	0.0000
0.3400	0.005000	0.003763	0.005499	0.265818	0.015200	0.030000	0.0200	0.0000
0.3500	0.005000	0.004057	0.005849	0.271443	0.015500	0.030000	0.0200	0.0000
0.3600	0.005000	0.004350	0.006165	0.273419	0.015800	0.030000	0.0200	0.0000
0.3700	0.005000	0.004545	0.006308	0.267743	0.016100	0.030000	0.0200	0.0000
0.3800	0.005000	0.004741	0.006478	0.265332	0.016400	0.030000	0.0244	0.0000
0.3900	0.005000	0.004839	0.006508	0.258305	0.016700	0.030000	0.0244	0.0000
0.4000	0.005000	0.004936	0.006576	0.255630	0.017000	0.030000	0.0222	0.0000
0.4100	0.005000	0.005034	0.006665	0.254866	0.017300	0.030000	0.0222	0.0000
0.4200	0.005000	0.005083	0.006682	0.251508	0.017600	0.030000	0.0244	0.0000
0.4300	0.005000	0.005132	0.006717	0.250211	0.017900	0.030000	0.0222	0.0000
0.4400	0.005000	0.005230	0.006840	0.252977	0.018200	0.030000	0.0222	0.0000
0.4500	0.005000	0.005376	0.007028	0.257267	0.018500	0.030000	0.0222	0.0000
0.4600	0.005000	0.005425	0.007036	0.252591	0.018800	0.030000	0.0244	0.0000
0.4700	0.005000	0.005474	0.007063	0.250565	0.019100	0.030000	0.0222	0.0000
0.4800	0.005000	0.005523	0.007105	0.249962	0.019400	0.030000	0.0222	0.0000
0.4900	0.005000	0.005523	0.007074	0.246675	0.019700	0.030000	0.0222	0.0000
0.5000	0.005000	0.005572	0.007138	0.248513	0.020000	0.030000	0.0222	0.0000
0.5100	0.005000	0.005572	0.007118	0.246252	0.020300	0.030000	0.0222	0.0000
0.5200	0.005000	0.005572	0.007107	0.245275	0.020600	0.030000	0.0222	0.0000
0.5300	0.005000	0.005474	0.006947	0.238718	0.020900	0.030000	0.0222	0.0000
0.5400	0.005000	0.005376	0.006821	0.236130	0.021200	0.030000	0.0222	0.0000
0.5500	0.005000	0.005279	0.006714	0.235317	0.021500	0.030000	0.0244	0.0000
0.5600	0.005000	0.005083	0.006457	0.228848	0.021800	0.030000	0.0222	0.0000
0.5700	0.005000	0.004888	0.006234	0.226304	0.022000	0.030000	0.0222	0.0000
0.5800	0.005000	0.004643	0.005952	0.222406	0.022000	0.030000	0.0222	0.0000
0.5900	0.005000	0.004350	0.005613	0.217843	0.022000	0.030000	0.0200	0.0000
0.6000	0.005000	0.004106	0.005380	0.219308	0.022000	0.030000	0.0200	0.0000
0.6100	0.005000	0.003959	0.005300	0.226320	0.022000	0.030000	0.0200	0.0000
0.6200	0.005000	0.003959	0.005418	0.238443	0.022000	0.030000	0.0200	0.0000
0.6300	0.005000	0.003959	0.005468	0.242975	0.022000	0.030000	0.0222	0.0000
0.6400	0.005000	0.003959	0.005483	0.244322	0.022000	0.030000	0.0200	0.0000
0.6500	0.005000	0.003910	0.005409	0.241577	0.022000	0.030000	0.0200	0.0000
0.6600	0.005000	0.003861	0.005348	0.240423	0.022000	0.030000	0.0200	0.0000
0.6700	0.005000	0.003715	0.005139	0.233811	0.022000	0.030000	0.0200	0.0000
0.6800	0.005000	0.003568	0.004964	0.231205	0.022000	0.030000	0.0200	0.0000
0.6900	0.005000	0.003372	0.004730	0.227289	0.022000	0.030000	0.0200	0.0000
0.7000	0.005000	0.003177	0.004518	0.225814	0.022000	0.030000	0.0200	0.0000
0.7100	0.005000	0.002981	0.004318	0.225320	0.022000	0.030000	0.0222	0.0000
0.7200	0.005000	0.002835	0.004198	0.228358	0.022000	0.030000	0.0178	0.0000
0.7300	0.005000	0.002639	0.003987	0.226466	0.022000	0.030000	0.0200	0.0000
0.7400	0.005000	0.002542	0.003939	0.231851	0.022000	0.030000	0.0178	0.0000
0.7500	0.005000	0.002493	0.003944	0.237229	0.022000	0.030000	0.0178	0.0000
0.7600	0.005000	0.002395	0.003838	0.236036	0.022000	0.030000	0.0178	0.0000
0.7700	0.005000	0.002297	0.003733	0.235339	0.022000	0.030000	0.0178	0.0000
0.7800	0.005000	0.002199	0.003633	0.235102	0.022000	0.030000	0.0178	0.0000
0.7900	0.005000	0.002151	0.003612	0.238105	0.022000	0.030000	0.0200	0.0000
0.8000	0.005000	0.002053	0.003498	0.236204	0.022000	0.030000	0.0178	0.0000
0.8100	0.005000	0.001955	0.003391	0.235349	0.022000	0.030000	0.0178	0.0000
0.8200	0.005000	0.001857	0.003290	0.235075	0.022000	0.030000	0.0178	0.0000
0.8300	0.005000	0.001808	0.003270	0.238120	0.022000	0.030000	0.0178	0.0000
0.8400	0.005000	0.001711	0.003156	0.236217	0.022000	0.030000	0.0178	0.0000
0.8500	0.005000	0.001662	0.003127	0.238455	0.022000	0.030000	0.0178	0.0000
0.8600	0.005000	0.001613	0.003089	0.239422	0.022000	0.030000	0.0178	0.0000
0.8700	0.005000	0.001564	0.003043	0.239716	0.022000	0.030000	0.0178	0.0000
0.8800	0.005000	0.001515	0.002995	0.239792	0.022000	0.030000	0.0178	0.0000
0.8900	0.005000	0.001466	0.002947	0.239858	0.022000	0.030000	0.0156	0.0000
0.9000	0.005000	0.001417	0.002898	0.239909	0.022000	0.030000	0.0156	0.0000
0.9100	0.005000	0.001369	0.002850	0.239924	0.022000	0.030000	0.0156	0.0000
0.9200	0.005000	0.001271	0.002723	0.236742	0.022000	0.030000	0.0178	0.0000
0.9300	0.005000	0.001222	0.002689	0.238556	0.022000	0.030000	0.0178	0.0000
0.9400	0.005000	0.001173	0.002649	0.239459	0.022000	0.030000	0.0156	0.0000
0.9500	0.005000	0.001124	0.002604	0.239778	0.022000	0.030000	0.0156	0.0000
0.9600	0.005000	0.001075	0.002556	0.239866	0.022000	0.030000	0.0156	0.0000
0.9700	0.005000	0.001075	0.002586	0.243013	0.022000	0.030000	0.0156	0.0000
0.9800	0.005000	0.001075	0.002599	0.244268	0.022000	0.030000	0.0156	0.0000
0.9900	0.005000	0.001075	0.002604	0.244646	0.022000	0.030000	0.0156	0.0000
1.0000	0.005000	0.001026	0.002527	0.241619	0.022000	0.030000	0.0156	0.0000
1.0100	0.005000	0.001026	0.002542	0.243518	0.022000	0.030000	0.0156	0.0000
1.0200	0.005000	0.001026	0.002552	0.244397	0.022000	0.030000	0.0156	0.0000
1.0300	0.005000	0.001026	0.002555	0.244674	0.022000	0.030000	0.0156	0.0000
1.0400	0.005000	0.001026	0.002556	0.244750	0.022000	0.030000	0.0156	0.0000
1.0500	0.005000	0.001075	0.002634	0.247897	0.022000	0.030000	0.0156	0.0000
1.0600	0.005000	0.001124	0.002697	0.249157	0.022000	0.030000	0.0156	0.0000
1.0700	0.005000	0.001173	0.002750	0.249540	0.022000	0.030000	0.0156	0.0000
1.0800	0.005000	0.001271	0.002879	0.252720	0.022000	0.030000	0.0178	0.0000
1.0900	0.005000	0.001320	0.002912	0.250878	0.022000	0.030000	0.0156	0.0000
1.1000	0.005000	0.001466	0.003108	0.256308	0.022000	0.030000	0.0156	0.0000
1.1100	0.005000	0.001515	0.003123	0.252256	0.022000	0.030000	0.0178	0.0000
1.1200	0.005000	0.001662	0.003308	0.256649	0.022000	0.030000	0.0178	0.0000
1.1300	0.005000	0.001760	0.003397	0.255395	0.022000	0.030000	0.0200	0.0000
1.1400	0.005000	0.001808	0.003409	0.251622	0.022000	0.030000	0.0178	0.0000
1.1500	0.005000	0.001906	0.003521	0.253327	0.022000	0.030000	0.0178	0.0000
1.1600	0.005000	0.001955	0.003549	0.251037	0.022000	0.030000	0.0178	0.0000
1.1700	0.005000	0.002004	0.003587	0.250057	0.022000	0.030000	0.0178	0.0000
1.1800	0.005000	0.002053	0.003633	0.249759	0.022000	0.030000	0.0178	0.0000
1.1900	0.005000	0.002102	0.003681	0.249682	0.022000	0.030000	0.0178	0.0000
1.2000	0.005000	0.002151	0.003729	0.249667	0.022000	0.030000	0.0178	0.0000
1.2100	0.005000	0.002199	0.003778	0.249667	0.022000	0.030000	0.0178	0.0000
1.2200	0.005000	0.002248	0.003827	0.249622	0.022000	0.030000	0.0200	0.0000
1.2300	0.005000	0.002248	0.003797	0.246498	0.022000	0.030000	0.0178	0.0000
1.2400	0.005000	0.002297	0.003862	0.248408	0.022000	0.030000	0.0178	0.0000
1.2500	0.005000	0.002297	0.003842	0.246171	0.022000	0.030000	0.0178	0.0000
1.2600	0.005000	0.002297	0.003832	0.245201	0.022000	0.030000	0.0178	0.0000
1.2700	0.005000	0.002248	0.003750	0.241773	0.022000	0.030000	0.0178	0.0000
1.2800	0.005000	0.002199	0.003687	0.240388	0.022000	0.030000	0.0200	0.0000
1.2900	0.005000	0.002102	0.003555	0.236858	0.022000	0.030000	0.0178	0.0000
1.3000	0.005000	0.002053	0.003520	0.238651	0.022000	0.030000	0.0178	0.0000
1.3100	0.005000	0.001955	0.003402	0.236377	0.022000	0.030000	0.0178	0.0000
1.3200	0.005000	0.001906	0.003372	0.238517	0.022000	0.030000	0.0178	0.0000
1.3300	0.005000	0.001906	0.003412	0.242588	0.022000	0.030000	0.0178	0.0000
1.3400	0.005000	0.001906	0.003429	0.244131	0.022000	0.030000	0.0178	0.0000
1.3500	0.005000	0.002004	0.003590	0.250844	0.022000	0.030000	0.0178	0.0000
1.3600	0.005000	0.002102	0.003717	0.253475	0.022000	0.030000	0.0178	0.0000
1.3700	0.005000	0.002248	0.003902	0.257397	0.022000	0.030000	0.0178	0.0000
1.3800	0.005000	0.002346	0.003987	0.255743	0.022000	0.030000	0.0178	0.0000
1.3900	0.005000	0.002493	0.004154	0.258061	0.022000	0.030000	0.0178	0.0000
1.4000	0.005000	0.002737	0.004468	0.265273	0.022000	0.030000	0.0200	0.0000
1.4100	0.005000	0.003030	0.004821	0.271184	0.022000	0.030000	0.0200	0.0000
1.4200	0.005000	0.003568	0.005528	0.288922	0.022000	0.030000	0.0200	0.0000
1.4300	0.005000	0.004448	0.006689	0.317628	0.022000	0.030000	0.0244	0.0000
1.4400	0.005000	0.005572	0.008078	0.344088	0.022000	0.030000	0.0222	0.0000
1.4500	0.005000	0.006843	0.009542	0.362930	0.022000	0.030000	0.0267	0.0000
1.4600	0.005000	0.008113	0.010885	0.369429	0.022000	0.030000	0.0267	9.8600
1.4700	0.005000	0.009286	0.012021	0.353690	0.016750	1.175000	0.2510	9.8600
1.4800	0.005000	0.010215	0.012668	0.289773	0.013518	-0.323176	0.5399	9.0786
1.4900	0.005000	0.010655	0.012345	0.196339	0.011533	-0.198546	0.6509	2.5791
1.5000	0.005000	0.010850	0.011917	0.180138	0.009849	-0.168427	0.3488	9.8249
1.5100	0.005000	0.011144	0.012481	0.189162	0.008629	-0.121944	0.4954	9.4334
1.5200	0.005000	0.011828	0.013328	0.182756	0.008111	-0.051773	0.6443	9.4656
1.5300	0.005000	0.012561	0.013929	0.162246	0.007911	-0.020061	0.7109	9.8600
1.5400	0.005000	0.013343	0.014614	0.148787	0.007877	-0.003346	0.7576	9.8600
1.5500	0.005000	0.014174	0.015398	0.145137	0.008327	0.045020	0.7820	9.8600
1.5600	0.005000	0.014858	0.015986	0.139073	0.008989	0.066183	0.7909	9.8002
1.5700	0.005000	0.015543	0.016667	0.141105	0.009659	0.066943	0.8020	9.8600
1.5800	0.005000	0.015982	0.016983	0.131490	0.010263	0.060444	0.8042	9.6402
1.5900	0.005000	0.016569	0.017636	0.142055	0.010760	0.049721	0.7976	9.8600
1.6000	0.005000	0.017204	0.018366	0.154934	0.011150	0.038997	0.7976	9.7202
1.6100	0.005000	0.017889	0.019151	0.168070	0.011453	0.030222	0.7998	9.8600
1.6200	0.005000	0.018622	0.019985	0.180752	0.011682	0.022911	0.8042	9.6402
1.6300	0.005000	0.019257	0.020628	0.184656	0.011849	0.016695	0.7998	9.8600
1.6400	0.005000	0.019697	0.020985	0.177621	0.011979	0.013009	0.8020	9.6669
1.6500	0.005000	0.019941	0.021091	0.164626	0.012081	0.010244	0.8020	9.8600
1.6600	0.005000	0.020039	0.021054	0.151180	0.012163	0.008171	0.8042	9.6402
1.6700	0.005000	0.020039	0.020942	0.140252	0.012222	0.005884	0.8020	9.8600
1.6800	0.005000	0.020039	0.020900	0.135865	0.012271	0.004901	0.8042	9.6402
1.6900	0.005000	0.019990	0.020803	0.131147	0.012307	0.003676	0.8020	9.8600
1.7000	0.005000	0.019990	0.020814	0.132292	0.012335	0.002757	0.8020	9.6669
1.7100	0.005000	0.019941	0.020741	0.129649	0.012353	0.001824	0.8020	9.8600
1.7200	0.005000	0.019990	0.020836	0.134571	0.012367	0.001368	0.8020	9.6669
1.7300	0.005000	0.019990	0.020828	0.133696	0.012375	0.000782	0.8020	9.8600
1.7400	0.005000	0.019990	0.020824	0.133320	0.012381	0.000587	0.8020	9.6669
1.7500	0.005000	0.019990	0.020823	0.133174	0.012385	0.000440	0.8020	9.8600
1.7600	0.005000	0.019941	0.020744	0.129990	0.012388	0.000330	0.8020	9.6669
1.7700	0.005000	0.019941	0.020760	0.131574	0.012391	0.000247	0.8020	9.8600
1.7800	0.005000	0.019941	0.020766	0.132225	0.012393	0.000186	0.8020	9.6669
1.7900	0.005000	0.019941	0.020769	0.132478	0.012394	0.000139	0.8020	9.8600
1.8000	0.005000	0.019892	0.020692	0.129447	0.012395	0.000104	0.8020	9.6669
1.8100	0.005000	0.019844	0.020629	0.127961	0.012396	0.000078	0.8020	9.8600
1.8200	0.005000	0.019795	0.020574	0.127108	0.012396	0.000059	0.8020	9.6669
1.8300	0.005000	0.019697	0.020442	0.123369	0.012397	0.000044	0.8020	9.8600
1.8400	0.005000	0.019501	0.020171	0.115319	0.012395	-0.000211	0.7998	9.6936
1.8500	0.005000	0.019257	0.019862	0.108004	0.012391	-0.000402	0.7998	9.8600
1.8600	0.005000	0.018768	0.019192	0.088003	0.012385	-0.000545	0.7998	9.6936
1.8700	0.005000	0.017840	0.017908	0.049048	0.012376	-0.000896	0.7976	9.8600
1.8800	0.005000	0.016373	0.015943	-0.007035	0.012362	-0.001403	0.7953	9.7469
1.8900	0.005000	0.014272	0.013199	-0.083106	0.012349	-0.001296	0.7976	6.4034
1.9000	0.005000	0.011730	0.010018	-0.126986	0.012106	-0.024372	0.5865	0.0000
1.9100	0.005000	0.009042	0.007187	-0.099688	0.011355	-0.075026	0.2022	0.0000
1.9200	0.005000	0.006891	0.005718	-0.022126	0.010228	-0.112773	0.0733	0.0000
1.9300	0.005000	0.005230	0.004716	0.044185	0.010228	0.000000	0.0378	0.0000
1.9400	0.005000	0.003910	0.003869	0.090436	0.010528	0.030000	0.0244	0.0000
1.9500	0.005000	0.003030	0.003432	0.134660	0.010828	0.030000	0.0200	0.0000
1.9600	0.005000	0.002346	0.003041	0.163076	0.011128	0.030000	0.0178	0.0000
1.9700	0.005000	0.002004	0.003012	0.194568	0.011428	0.030000	0.0178	0.0000
1.9800	0.005000	0.001808	0.003032	0.215399	0.011728	0.030000	0.0178	0.0000
1.9900	0.005000	0.001760	0.003150	0.231856	0.012028	0.030000	0.0178	0.0000
2.0000	0.005000	0.001760	0.003244	0.240740	0.012328	0.030000	0.0178	0.0000
2.0100	0.005000	0.001808	0.003355	0.246821	0.012628	0.030000	0.0156	0.0000
2.0200	0.005000	0.002004	0.003662	0.258271	0.012928	0.030000	0.0178	0.0000
2.0300	0.005000	0.002297	0.004061	0.268852	0.013228	0.030000	0.0178	0.0000
2.0400	0.005000	0.002737	0.004631	0.282034	0.013528	0.030000	0.0178	0.0000
2.0500	0.005000	0.003324	0.005359	0.296257	0.013828	0.030000	0.0200	0.0000
2.0600	0.005000	0.004057	0.006238	0.310776	0.014128	0.030000	0.0222	0.0000
2.0700	0.005000	0.004888	0.007185	0.322293	0.014428	0.030000	0.0222	1.5522
2.0800	0.005000	0.005718	0.008061	0.326174	0.014428	0.420000	0.0333	9.8600
2.0900	0.005000	0.006696	0.009139	0.316181	0.011969	-0.245840	0.2777	9.8600
2.1000	0.005000	0.007478	0.009643	0.237703	0.009857	-0.211191	0.5532	8.4040
2.1100	0.005000	0.007625	0.008790	0.124233	0.008310	-0.154737	0.6198	0.0000
2.1200	0.005000	0.006989	0.007151	0.095856	0.007149	-0.116053	0.2155	2.5072
2.1300	0.005000	0.006305	0.006756	0.134130	0.006279	-0.087040	0.1355	2.6598
2.1400	0.005000	0.006452	0.007610	0.208340	0.005626	-0.065280	0.1155	9.4746
2.1500	0.005000	0.007771	0.009951	0.281726	0.004912	-0.071384	0.3488	9.8600
2.1600	0.005000	0.009971	0.012800	0.310290	0.004340	-0.057194	0.5865	9.8600
2.1700	0.005000	0.010606	0.012393	0.194781	0.004379	0.003858	0.7087	9.8600
2.1800	0.005000	0.010117	0.010700	0.058114	0.004936	0.055741	0.7642	6.9062
2.1900	0.005000	0.009189	0.008863	-0.009226	0.005710	0.077348	0.6065	0.7954
2.2000	0.005000	0.008162	0.007649	0.028967	0.006217	0.050743	0.2510	4.7419
2.2100	0.005000	0.007527	0.007743	0.106477	0.006264	0.004709	0.2111	7.3389
2.2200	0.005000	0.007087	0.007758	0.131282	0.005888	-0.037661	0.3332	3.7955
2.2300	0.005000	0.006061	0.006355	0.100745	0.005077	-0.081093	0.2666	0.0000
2.2400	0.005000	0.004790	0.004858	0.095302	0.004113	-0.096361	0.0978	0.0000
2.2500	0.005000	0.003666	0.003903	0.116331	0.004113	0.000000	0.0400	0.0000
2.2600	0.005000	0.002835	0.003357	0.145650	0.004413	0.030000	0.0267	0.0000
2.2700	0.005000	0.002346	0.003196	0.178839	0.004713	0.030000	0.0178	0.0000
2.2800	0.005000	0.002102	0.003234	0.206696	0.005013	0.030000	0.0178	0.0000
2.2900	0.005000	0.001857	0.003099	0.216508	0.005313	0.030000	0.0178	0.0000
2.3000	0.005000	0.001760	0.003121	0.228697	0.005613	0.030000	0.0178	0.0000
2.3100	0.005000	0.001711	0.003151	0.236305	0.005913	0.030000	0.0178	0.0000
2.3200	0.005000	0.001711	0.003209	0.241991	0.006213	0.030000	0.0178	0.0000
2.3300	0.005000	0.001760	0.003310	0.247093	0.006513	0.030000	0.0178	0.0000
2.3400	0.005000	0.001906	0.003535	0.255169	0.006813	0.030000	0.0178	0.0000
2.3500	0.005000	0.002199	0.003950	0.267593	0.007113	0.030000	0.0178	0.0000
2.3600	0.005000	0.002639	0.004529	0.281600	0.007413	0.030000	0.0200	0.0000
2.3700	0.005000	0.003128	0.005104	0.289842	0.007713	0.030000	0.0200	0.0000
2.3800	0.005000	0.003666	0.005701	0.295744	0.008013	0.030000	0.0200	0.0000
2.3900	0.005000	0.004350	0.006497	0.307154	0.008313	0.030000	0.0222	0.0000
2.4000	0.005000	0.005181	0.007463	0.320881	0.008613	0.030000	0.0222	5.0517
2.4100	0.005000	0.006012	0.008350	0.323024	0.006766	0.265229	0.1022	9.8600
2.4200	0.005000	0.006843	0.009169	0.288828	0.005479	-0.128630	0.3732	9.8600
2.4300	0.005000	0.007283	0.009039	0.183291	0.004809	-0.066979	0.6021	7.0067
2.4400	0.005000	0.007136	0.007827	0.086565	0.004611	-0.019811	0.5599	0.0000
2.4500	0.005000	0.006598	0.006727	0.095637	0.004463	-0.014858	0.1933	1.6394
2.4600	0.005000	0.006354	0.007087	0.165938	0.004351	-0.011144	0.1089	6.0018
2.4700	0.005000	0.007136	0.008825	0.255776	0.004168	-0.018307	0.1911	9.8600
2.4800	0.005000	0.008407	0.010713	0.278268	0.003865	-0.030304	0.4510	9.8600
2.4900	0.005000	0.008553	0.010040	0.162288	0.003723	-0.014197	0.6376	3.4007
2.5000	0.005000	0.007771	0.008033	0.084809	0.003731	0.000763	0.3866	0.6062
2.5100	0.005000	0.006891	0.007055	0.103142	0.003737	0.000572	0.1577	2.7321
2.5200	0.005000	0.006843	0.007747	0.183309	0.003741	0.000429	0.1177	9.8600
2.5300	0.005000	0.007771	0.009619	0.247814	0.003637	-0.010403	0.3532	9.8600
2.5400	0.005000	0.008456	0.010236	0.196336	0.003508	-0.012921	0.5910	9.1490
2.5500	0.005000	0.008358	0.009194	0.082638	0.003733	0.022484	0.6798	0.0000
2.5600	0.005000	0.008016	0.008135	0.092170	0.003901	0.016863	0.2399	8.1940
2.5700	0.005000	0.008113	0.009022	0.157811	0.004093	0.019183	0.3421	9.8600
2.5800	0.005000	0.009189	0.010867	0.193369	0.004464	0.037056	0.5599	9.8600
2.5900	0.005000	0.010459	0.012149	0.176366	0.004858	0.039491	0.6976	9.8600
2.6000	0.005000	0.011193	0.012382	0.122671	0.005242	0.038393	0.7598	9.8600
2.6100	0.005000	0.011681	0.012487	0.084047	0.006071	0.082861	0.7753	9.8600
2.6200	0.005000	0.012121	0.012742	0.063740	0.007187	0.111626	0.7931	9.7735
2.6300	0.005000	0.012561	0.013090	0.057448	0.008283	0.109556	0.7953	9.8600
2.6400	0.005000	0.013196	0.013835	0.072048	0.009217	0.093379	0.7998	9.6936
2.6500	0.005000	0.014027	0.014863	0.099544	0.009958	0.074178	0.7976	9.8600
2.6600	0.005000	0.014956	0.016007	0.128934	0.010539	0.058071	0.7976	9.7202
2.6700	0.005000	0.015738	0.016866	0.143010	0.010980	0.044041	0.7976	9.8600
2.6800	0.005000	0.016471	0.017664	0.153447	0.011317	0.033762	0.8020	9.6669
2.6900	0.005000	0.017204	0.018463	0.164308	0.011570	0.025321	0.7998	9.8600
2.7000	0.005000	0.017937	0.019265	0.174831	0.011763	0.019235	0.7998	9.6936
2.7100	0.005000	0.018671	0.020062	0.184388	0.011909	0.014670	0.7998	9.8600
2.7200	0.005000	0.018964	0.020149	0.164597	0.012024	0.011490	0.8020	9.6669
2.7300	0.005000	0.019110	0.020133	0.149223	0.012108	0.008374	0.7998	9.8600
2.7400	0.005000	0.019159	0.020067	0.137905	0.012171	0.006280	0.7998	9.6936
2.7500	0.005000	0.019208	0.020072	0.133447	0.012220	0.004954	0.8020	9.8600
2.7600	0.005000	0.019159	0.019946	0.125835	0.012258	0.003715	0.7998	9.6936
2.7700	0.005000	0.019110	0.019867	0.122398	0.012285	0.002787	0.8020	9.8600
2.7800	0.005000	0.019110	0.019880	0.123441	0.012311	0.002577	0.8042	9.6402
2.7900	0.005000	0.019062	0.019805	0.121110	0.012330	0.001933	0.7998	9.8600
2.8000	0.005000	0.019062	0.019827	0.123324	0.012343	0.001206	0.7998	9.6936
2.8100	0.005000	0.019013	0.019758	0.120817	0.012354	0.001148	0.8020	9.8600
2.8200	0.005000	0.018964	0.019696	0.119616	0.012360	0.000617	0.7998	9.6936
2.8300	0.005000	0.018915	0.019643	0.118996	0.012360	-0.000024	0.7998	9.8600
2.8400	0.005000	0.018817	0.019512	0.115314	0.012360	-0.000018	0.7998	9.6936
2.8500	0.005000	0.018719	0.019397	0.113221	0.012360	-0.000014	0.7998	9.8600
2.8600	0.005000	0.018524	0.019132	0.105501	0.012357	-0.000254	0.7998	9.6936
2.8700	0.005000	0.018377	0.018979	0.104254	0.012355	-0.000191	0.7998	9.8600
2.8800	0.005000	0.018133	0.018668	0.096505	0.012354	-0.000143	0.7998	9.6936
2.8900	0.005000	0.017644	0.017995	0.076362	0.012350	-0.000351	0.7976	9.8600
2.9000	0.005000	0.016764	0.016790	0.039849	0.012345	-0.000507	0.7976	9.7202
2.9100	0.005000	0.015836	0.015662	0.014768	0.012339	-0.000624	0.7976	9.8600
2.9200	0.005000	0.014907	0.014602	-0.004862	0.012334	-0.000468	0.7998	9.6936
2.9300	0.005000	0.014027	0.013634	-0.019305	0.012323	-0.001082	0.7931	9.8600
2.9400	0.005000	0.013196	0.012741	-0.032501	0.012308	-0.001543	0.7909	9.8002
2.9500	0.005000	0.012561	0.012128	-0.038734	0.012294	-0.001401	0.7953	9.8600
2.9600	0.005000	0.012072	0.011651	-0.044273	0.012283	-0.001051	0.7976	9.7202
2.9700	0.005000	0.011584	0.011100	-0.055734	0.012271	-0.001275	0.7953	9.8600
2.9800	0.005000	0.011095	0.010534	-0.069800	0.012261	-0.000957	0.7931	9.7735
2.9900	0.005000	0.010606	0.009951	-0.087122	0.012256	-0.000474	0.7931	9.8600
3.0000	0.005000	0.010166	0.009424	-0.105415	0.012253	-0.000355	0.7953	9.5562
3.0100	0.005000	0.009775	0.008932	-0.119140	0.012231	-0.002216	0.7798	9.4484
3.0200	0.005000	0.009286	0.008308	-0.137283	0.012182	-0.004831	0.7665	7.4878
3.0300	0.005000	0.008700	0.007562	-0.119332	0.011976	-0.020685	0.6376	8.5144
3.0400	0.005000	0.007967	0.007016	-0.107561	0.011633	-0.034282	0.6221	5.5648
3.0500	0.005000	0.007234	0.006289	-0.063126	0.011010	-0.062273	0.4621	7.2404
3.0600	0.005000	0.006500	0.005996	-0.025689	0.010187	-0.082291	0.4554	5.0952
3.0700	0.005000	0.005865	0.005529	0.014598	0.009126	-0.106080	0.3621	5.6251
