# t	yd	y_sensor	y_luenberger	v_luenberger	y_clasico	v_clasico	ie	u
6.4500	0.005000	0.004888	0.004916	-0.010089	0.005067	0.001295	0.4843	6.6027
6.4600	0.005000	0.004936	0.004848	-0.005475	0.005030	-0.003660	0.4532	7.8256
6.4700	0.005000	0.004936	0.004935	-0.015512	0.005049	0.001886	0.4932	6.5402
6.4800	0.005000	0.004936	0.004782	-0.011760	0.005036	-0.001266	0.4532	7.5012
6.4900	0.005000	0.004936	0.004911	-0.012949	0.005071	0.003438	0.4799	6.8617
6.5000	0.005000	0.004936	0.004822	-0.011892	0.005072	0.000141	0.4621	7.2877
6.5100	0.005000	0.004839	0.004730	-0.017041	0.005093	0.002056	0.4710	6.0977
6.5200	0.005000	0.004839	0.004734	0.003573	0.005028	-0.006502	0.4199	8.0672
6.5300	0.005000	0.004790	0.004859	-0.008040	0.005015	-0.001220	0.4865	5.9316
6.5400	0.005000	0.004790	0.004668	0.002446	0.004943	-0.007252	0.4221	7.7532
6.5500	0.005000	0.004741	0.004809	-0.001361	0.004896	-0.004708	0.4688	6.2368
6.5600	0.005000	0.004692	0.004608	0.003456	0.004812	-0.008406	0.4266	6.9895
6.5700	0.005000	0.004692	0.004777	0.014780	0.004763	-0.004842	0.4332	7.3177
6.5800	0.005000	0.004643	0.004711	0.002991	0.004700	-0.006313	0.4621	5.9061
6.5900	0.005000	0.004643	0.004633	0.016415	0.004638	-0.006197	0.4088	7.5297
6.6000	0.005000	0.004594	0.004736	0.013673	0.004570	-0.006841	0.4488	6.2263
6.6100	0.005000	0.004594	0.004646	0.018378	0.004511	-0.005862	0.4199	7.0643
6.6200	0.005000	0.004594	0.004747	0.021714	0.004467	-0.004397	0.4332	6.9018
6.6300	0.005000	0.004643	0.004798	0.019869	0.004412	-0.005491	0.4421	7.0341
6.6400	0.005000	0.004643	0.004749	0.011949	0.004417	0.000513	0.4510	6.4400
6.6500	0.005000	0.004692	0.004777	0.021385	0.004392	-0.002540	0.4221	7.7623
6.6600	0.005000	0.004692	0.004855	0.005771	0.004436	0.004432	0.4777	5.9462
6.6700	0.005000	0.004790	0.004809	0.018217	0.004452	0.001618	0.4177	8.4277
6.6800	0.005000	0.004790	0.004961	-0.004806	0.004533	0.008038	0.5043	5.6382
6.6900	0.005000	0.004888	0.004796	0.007951	0.004559	0.002616	0.4199	8.6353
6.7000	0.005000	0.004839	0.004944	-0.016780	0.004681	0.012199	0.5154	5.1821
6.7100	0.005000	0.004888	0.004686	0.002662	0.004692	0.001106	0.4043	8.6830
6.7200	0.005000	0.004839	0.004957	-0.010218	0.004790	0.009848	0.4999	5.7802
6.7300	0.005000	0.004839	0.004666	-0.002128	0.004777	-0.001389	0.4243	7.7363
6.7400	0.005000	0.004790	0.004843	-0.002712	0.004820	0.004321	0.4688	6.3153
6.7500	0.005000	0.004790	0.004731	0.005884	0.004757	-0.006265	0.4288	7.5584
6.7600	0.005000	0.004790	0.004884	0.004509	0.004776	0.001882	0.4643	6.7375
6.7700	0.005000	0.004839	0.004857	0.005229	0.004736	-0.003951	0.4510	7.4142
6.7800	0.005000	0.004790	0.004802	-0.004542	0.004758	0.002155	0.4710	6.1199
6.7900	0.005000	0.004839	0.004815	0.011778	0.004723	-0.003502	0.4221	8.1719
6.8000	0.005000	0.004839	0.004971	-0.002136	0.004765	0.004198	0.4910	6.1999
6.8100	0.005000	0.004888	0.004816	0.001404	0.004772	0.000711	0.4421	7.7069
6.8200	0.005000	0.004888	0.004944	-0.003352	0.004807	0.003458	0.4777	6.6782
6.8300	0.005000	0.004985	0.004976	0.002169	0.004816	0.000888	0.4554	8.1240
6.8400	0.005000	0.004985	0.005012	-0.020325	0.004925	0.010903	0.5154	5.8744
6.8500	0.005000	0.005034	0.004844	-0.004956	0.004941	0.001596	0.4310	8.5804
6.8600	0.005000	0.005034	0.005099	-0.019066	0.005033	0.009241	0.5154	6.2735
6.8700	0.005000	0.005083	0.004883	-0.016149	0.005083	0.004981	0.4599	7.9152
6.8800	0.005000	0.005083	0.005042	-0.019276	0.005164	0.008123	0.4954	6.9441
6.8900	0.005000	0.005083	0.004915	-0.022218	0.005186	0.002192	0.4799	7.1419
6.9000	0.005000	0.005083	0.004962	-0.015777	0.005246	0.006031	0.4710	7.5276
6.9100	0.005000	0.005132	0.005076	-0.018044	0.005267	0.002086	0.4932	7.3891
6.9200	0.005000	0.005132	0.004985	-0.025184	0.005319	0.005221	0.4932	7.0646
6.9300	0.005000	0.005181	0.005047	-0.019397	0.005341	0.002209	0.4799	7.9041
6.9400	0.005000	0.005181	0.005067	-0.032216	0.005397	0.005557	0.5154	6.6389
6.9500	0.005000	0.005230	0.005005	-0.024059	0.005441	0.004411	0.4732	8.1780
6.9600	0.005000	0.005230	0.005124	-0.035198	0.005506	0.006477	0.5221	6.7067
6.9700	0.005000	0.005279	0.005019	-0.030199	0.005542	0.003639	0.4821	8.1071
6.9800	0.005000	0.005279	0.005132	-0.038785	0.005616	0.007361	0.5221	6.8977
6.9900	0.005000	0.005279	0.004979	-0.037007	0.005642	0.002595	0.4888	7.6600
7.0000	0.005000	0.005279	0.005089	-0.032613	0.005688	0.004628	0.4976	7.6533
7.0100	0.005000	0.005279	0.005067	-0.043973	0.005723	0.003471	0.5221	6.7311
7.0200	0.005000	0.005279	0.004966	-0.034540	0.005744	0.002116	0.4777	7.9724
7.0300	0.005000	0.005279	0.005121	-0.035768	0.005748	0.000368	0.5110	7.2851
7.0400	0.005000	0.005279	0.005016	-0.040340	0.005767	0.001982	0.5043	7.2818
7.0500	0.005000	0.005230	0.004955	-0.037646	0.005775	0.000755	0.4910	7.2484
7.0600	0.005000	0.005230	0.005018	-0.030376	0.005742	-0.003333	0.4865	7.6995
7.0700	0.005000	0.005230	0.005053	-0.035829	0.005751	0.000912	0.5088	7.0798
7.0800	0.005000	0.005279	0.005056	-0.030618	0.005733	-0.001753	0.4888	8.0841
7.0900	0.005000	0.005230	0.005028	-0.045880	0.005744	0.001123	0.5265	6.2976
7.1000	0.005000	0.005230	0.004892	-0.030354	0.005719	-0.002570	0.4599	8.3096
7.1100	0.005000	0.005132	0.004972	-0.043304	0.005739	0.001972	0.5221	5.7961
7.1200	0.005000	0.005132	0.004795	-0.020659	0.005670	-0.006808	0.4332	8.6725
7.1300	0.005000	0.005034	0.004971	-0.037209	0.005658	-0.001206	0.5243	5.4545
7.1400	0.005000	0.005083	0.004778	-0.012451	0.005532	-0.012604	0.4199	9.1389
7.1500	0.005000	0.005034	0.005063	-0.035086	0.005523	-0.000922	0.5376	5.4814
7.1600	0.005000	0.005083	0.004744	-0.019020	0.005416	-0.010685	0.4310	8.7730
7.1700	0.005000	0.005083	0.005096	-0.030528	0.005436	0.001980	0.5243	6.3246
7.1800	0.005000	0.005083	0.004770	-0.029330	0.005385	-0.005096	0.4643	7.6045
7.1900	0.005000	0.005034	0.004900	-0.025774	0.005418	0.003246	0.4843	6.8119
7.2000	0.005000	0.005034	0.004857	-0.017936	0.005359	-0.005853	0.4621	7.6473
7.2100	0.005000	0.004985	0.004883	-0.025229	0.005383	0.002435	0.4932	6.3081
7.2200	0.005000	0.004985	0.004795	-0.009562	0.005307	-0.007679	0.4377	8.1292
7.2300	0.005000	0.004936	0.004926	-0.020529	0.005288	-0.001860	0.4999	6.0688
7.2400	0.005000	0.004985	0.004816	-0.005974	0.005220	-0.006757	0.4354	8.4286
7.2500	0.005000	0.004936	0.004949	-0.024152	0.005226	0.000538	0.5132	5.6925
7.2600	0.005000	0.004985	0.004765	-0.006305	0.005154	-0.007152	0.4243	8.6776
7.2700	0.005000	0.004936	0.004976	-0.024703	0.005188	0.003410	0.5176	5.6204
7.2800	0.005000	0.004985	0.004744	-0.008136	0.005131	-0.005729	0.4243	8.6576
7.2900	0.005000	0.004985	0.005049	-0.022578	0.005178	0.004721	0.5176	6.1135
7.3000	0.005000	0.005034	0.004800	-0.016875	0.005145	-0.003284	0.4510	8.0903
7.3100	0.005000	0.005034	0.005006	-0.022843	0.005206	0.006068	0.5021	6.6672
7.3200	0.005000	0.005034	0.004823	-0.020709	0.005193	-0.001299	0.4643	7.5319
7.3300	0.005000	0.005034	0.004954	-0.020372	0.005252	0.005851	0.4865	7.0109
7.3400	0.005000	0.005083	0.004957	-0.018533	0.005252	0.000001	0.4777	7.6445
7.3500	0.005000	0.005083	0.004974	-0.024729	0.005300	0.004875	0.4954	6.9717
7.3600	0.005000	0.005132	0.004980	-0.021579	0.005313	0.001219	0.4799	7.7687
7.3700	0.005000	0.005181	0.005086	-0.026531	0.005366	0.005302	0.5043	7.4144
7.3800	0.005000	0.005230	0.005051	-0.033764	0.005427	0.006170	0.5065	7.4104
7.3900	0.005000	0.005279	0.005078	-0.034402	0.005500	0.007309	0.5021	7.7708
7.4000	0.005000	0.005279	0.005055	-0.045323	0.005584	0.008406	0.5221	6.8757
7.4100	0.005000	0.005279	0.004959	-0.038270	0.005652	0.006792	0.4843	7.8989
7.4200	0.005000	0.005279	0.005087	-0.040268	0.005713	0.006069	0.5132	7.2601
7.4300	0.005000	0.005327	0.005069	-0.040313	0.005756	0.004308	0.5043	7.8595
7.4400	0.005000	0.005279	0.005001	-0.054017	0.005818	0.006156	0.5287	6.3620
7.4500	0.005000	0.005230	0.004827	-0.036363	0.005793	-0.002452	0.4577	8.1761
7.4600	0.005000	0.005181	0.005030	-0.039331	0.005807	0.001330	0.5132	6.6602
7.4700	0.005000	0.005230	0.004956	-0.031410	0.005777	-0.002902	0.4777	8.1872
7.4800	0.005000	0.005230	0.005080	-0.041691	0.005778	0.000017	0.5243	6.7891
7.4900	0.005000	0.005230	0.004903	-0.038831	0.005729	-0.004862	0.4843	7.7218
7.5000	0.005000	0.005230	0.005038	-0.036472	0.005741	0.001228	0.5021	7.4316
7.5100	0.005000	0.005230	0.004980	-0.040689	0.005741	-0.000054	0.5043	7.2649
7.5200	0.005000	0.005181	0.004894	-0.041617	0.005760	0.001910	0.4954	6.9873
7.5300	0.005000	0.005181	0.004937	-0.029954	0.005721	-0.003930	0.4754	7.9000
7.5400	0.005000	0.005132	0.004950	-0.039374	0.005720	-0.000023	0.5110	6.4804
7.5500	0.005000	0.005181	0.004926	-0.022511	0.005671	-0.004892	0.4577	8.6975
7.5600	0.005000	0.005181	0.005109	-0.045684	0.005681	0.000962	0.5465	6.0027
7.5700	0.005000	0.005181	0.004767	-0.035161	0.005644	-0.003666	0.4554	8.2905
7.5800	0.005000	0.005132	0.004999	-0.040024	0.005661	0.001638	0.5154	6.4545
7.5900	0.005000	0.005132	0.004811	-0.031319	0.005622	-0.003890	0.4643	7.9409
7.6000	0.005000	0.005083	0.004933	-0.034632	0.005641	0.001957	0.5021	6.6276
7.6100	0.005000	0.005083	0.004827	-0.026098	0.005566	-0.007550	0.4643	7.8096
7.6200	0.005000	0.005083	0.004976	-0.027948	0.005556	-0.001032	0.4976	7.0521
7.6300	0.005000	0.005083	0.004868	-0.029979	0.005514	-0.004186	0.4843	7.2555
7.6400	0.005000	0.005034	0.004834	-0.029539	0.005502	-0.001190	0.4821	6.8793
7.6500	0.005000	0.005034	0.004859	-0.017850	0.005447	-0.005523	0.4599	7.8646
7.6600	0.005000	0.005034	0.004961	-0.027253	0.005449	0.000245	0.5043	6.6297
7.6700	0.005000	0.005034	0.004806	-0.022153	0.005412	-0.003716	0.4621	7.7013
7.6800	0.005000	0.004985	0.004872	-0.026286	0.005391	-0.002056	0.4910	6.5397
7.6900	0.005000	0.004936	0.004713	-0.019679	0.005344	-0.004711	0.4532	7.2510
7.7000	0.005000	0.004936	0.004874	-0.008910	0.005309	-0.003533	0.4599	7.5947
7.7100	0.005000	0.004985	0.004963	-0.015881	0.005268	-0.004112	0.4910	7.1375
7.7200	0.005000	0.004985	0.004840	-0.023618	0.005261	-0.000647	0.4843	6.8786
7.7300	0.005000	0.005034	0.004915	-0.013142	0.005225	-0.003654	0.4621	8.0748
7.7400	0.005000	0.005034	0.004975	-0.030038	0.005266	0.004085	0.5154	6.3110
7.7500	0.005000	0.005083	0.004848	-0.019631	0.005291	0.002576	0.4554	8.3090
7.7600	0.005000	0.005034	0.004950	-0.036041	0.005342	0.005101	0.5199	5.9138
7.7700	0.005000	0.005034	0.004724	-0.021252	0.005332	-0.001049	0.4399	8.1938
7.7800	0.005000	0.005034	0.005008	-0.023153	0.005365	0.003357	0.4999	6.9073
7.7900	0.005000	0.005034	0.004819	-0.028704	0.005354	-0.001139	0.4821	7.0876
7.8000	0.005000	0.005034	0.004876	-0.020214	0.005360	0.000608	0.4688	7.6150
7.8100	0.005000	0.005034	0.004927	-0.025176	0.005335	-0.002469	0.4932	6.9565
7.8200	0.005000	0.005034	0.004847	-0.022367	0.005351	0.001561	0.4710	7.5249
7.8300	0.005000	0.004985	0.004845	-0.027191	0.005351	-0.000048	0.4888	6.5665
7.8400	0.005000	0.004985	0.004798	-0.016247	0.005319	-0.003205	0.4532	7.7687
7.8500	0.005000	0.004936	0.004857	-0.023184	0.005319	0.000034	0.4910	6.3556
7.8600	0.005000	0.004936	0.004752	-0.012204	0.005266	-0.005337	0.4443	7.8089
7.8700	0.005000	0.004888	0.004847	-0.018325	0.005243	-0.002296	0.4865	6.3262
7.8800	0.005000	0.004936	0.004807	-0.005032	0.005172	-0.007085	0.4399	8.2767
7.8900	0.005000	0.004936	0.004964	-0.021798	0.005182	0.001024	0.5110	6.1379
7.9000	0.005000	0.005034	0.004858	-0.011276	0.005143	-0.003863	0.4488	8.5804
7.9100	0.005000	0.005132	0.005183	-0.026194	0.005207	0.006365	0.5287	7.0372
7.9200	0.005000	0.005230	0.004996	-0.036546	0.005274	0.006724	0.5043	7.7774
7.9300	0.005000	0.005230	0.005005	-0.047315	0.005415	0.014061	0.5221	6.7481
7.9400	0.005000	0.005279	0.004970	-0.034209	0.005481	0.006646	0.4754	8.5853
7.9500	0.005000	0.005230	0.005044	-0.058107	0.005643	0.016197	0.5510	5.7255
7.9600	0.005000	0.005230	0.004760	-0.035196	0.005667	0.002398	0.4399	8.9835
7.9700	0.005000	0.005132	0.005003	-0.053212	0.005727	0.005942	0.5421	5.5034
7.9800	0.005000	0.005132	0.004677	-0.031142	0.005671	-0.005537	0.4310	8.8262
7.9900	0.005000	0.005034	0.004937	-0.044415	0.005686	0.001453	0.5265	5.6012
8.0000	0.005000	0.005083	0.004727	-0.020597	0.005560	-0.012560	0.4266	9.1454
8.0100	0.005000	0.005034	0.005013	-0.045983	0.005583	0.002280	0.5465	5.3077
8.0200	0.005000	0.005034	0.004587	-0.028053	0.005471	-0.011208	0.4243	8.5846
8.0300	0.005000	0.004936	0.004865	-0.035229	0.005472	0.000125	0.5088	5.7337
8.0400	0.005000	0.004936	0.004627	-0.016530	0.005361	-0.011119	0.4243	8.3496
8.0500	0.005000	0.004888	0.004879	-0.023956	0.005358	-0.000295	0.4999	6.0889
8.0600	0.005000	0.004936	0.004732	-0.011229	0.005236	-0.012165	0.4377	8.3143
8.0700	0.005000	0.004936	0.004947	-0.025043	0.005240	0.000382	0.5110	6.1706
8.0800	0.005000	0.004936	0.004680	-0.020013	0.005177	-0.006294	0.4488	7.6063
8.0900	0.005000	0.004936	0.004890	-0.014855	0.005186	0.000885	0.4754	7.1749
8.1000	0.005000	0.004936	0.004816	-0.020636	0.005171	-0.001530	0.4799	6.8759
8.1100	0.005000	0.004985	0.004881	-0.011251	0.005184	0.001290	0.4599	7.9832
8.1200	0.005000	0.004985	0.004936	-0.027818	0.005193	0.000968	0.5110	6.2497
8.1300	0.005000	0.005034	0.004815	-0.015085	0.005198	0.000482	0.4465	8.4373
8.1400	0.005000	0.005034	0.005015	-0.031324	0.005253	0.005480	0.5221	6.2253
8.1500	0.005000	0.005034	0.004733	-0.025873	0.005267	0.001429	0.4554	7.8074
8.1600	0.005000	0.005034	0.004956	-0.022842	0.005310	0.004240	0.4888	7.1906
8.1700	0.005000	0.004985	0.004774	-0.031284	0.005315	0.000499	0.4865	6.5533
8.1800	0.005000	0.004985	0.004799	-0.014347	0.005318	0.000374	0.4465	8.0233
8.1900	0.005000	0.004936	0.004875	-0.025500	0.005297	-0.002157	0.4999	6.1715
8.2000	0.005000	0.004936	0.004718	-0.013523	0.005264	-0.003324	0.4399	7.9325
8.2100	0.005000	0.004936	0.004932	-0.016153	0.005239	-0.002493	0.4888	6.8320
8.2200	0.005000	0.004936	0.004777	-0.018881	0.005201	-0.003820	0.4688	7.1568
8.2300	0.005000	0.004985	0.004921	-0.010751	0.005194	-0.000671	0.4665	7.8482
8.2400	0.005000	0.004985	0.004916	-0.027892	0.005199	0.000472	0.5088	6.2854
8.2500	0.005000	0.004985	0.004748	-0.018323	0.005212	0.001329	0.4488	7.8362
8.2600	0.005000	0.004985	0.004945	-0.019043	0.005222	0.000997	0.4888	6.9874
8.2700	0.005000	0.005034	0.004898	-0.018949	0.005237	0.001479	0.4754	7.6923
8.2800	0.005000	0.005083	0.005005	-0.024725	0.005284	0.004765	0.4999	7.2711
8.2900	0.005000	0.005083	0.004883	-0.030957	0.005300	0.001624	0.4910	7.1510
8.3000	0.005000	0.005083	0.004894	-0.029015	0.005352	0.005118	0.4843	7.2934
8.3100	0.005000	0.005083	0.004907	-0.026544	0.005383	0.003107	0.4821	7.4505
8.3200	0.005000	0.005034	0.004845	-0.031747	0.005423	0.004037	0.4910	6.6946
8.3300	0.005000	0.004985	0.004752	-0.022727	0.005407	-0.001604	0.4577	7.3859
8.3400	0.005000	0.004936	0.004820	-0.021620	0.005380	-0.002665	0.4777	6.6896
8.3500	0.005000	0.004936	0.004790	-0.011751	0.005324	-0.005655	0.4510	7.7185
8.3600	0.005000	0.004936	0.004907	-0.017343	0.005289	-0.003510	0.4888	6.7524
8.3700	0.005000	0.004936	0.004781	-0.016081	0.005231	-0.005801	0.4621	7.3582
8.3800	0.005000	0.004936	0.004869	-0.015196	0.005207	-0.002401	0.4754	7.0833
8.3900	0.005000	0.004936	0.004825	-0.017101	0.005184	-0.002288	0.4732	7.0608
8.4000	0.005000	0.004985	0.004911	-0.012012	0.005186	0.000234	0.4688	7.7114
8.4100	0.005000	0.005034	0.004988	-0.019407	0.005195	0.000907	0.4954	7.2485
8.4200	0.005000	0.005034	0.004868	-0.028060	0.005234	0.003849	0.4910	6.9261
8.4300	0.005000	0.004985	0.004775	-0.025803	0.005258	0.002399	0.4710	6.9643
8.4400	0.005000	0.004936	0.004775	-0.016810	0.005259	0.000093	0.4577	7.2627
8.4500	0.005000	0.004888	0.004787	-0.016812	0.005262	0.000314	0.4710	6.6925
8.4600	0.005000	0.004888	0.004780	-0.006704	0.005211	-0.005127	0.4465	7.6737
8.4700	0.005000	0.004839	0.004807	-0.016075	0.005165	-0.004577	0.4843	6.1714
8.4800	0.005000	0.004839	0.004697	-0.001765	0.005082	-0.008307	0.4266	8.0005
8.4900	0.005000	0.004790	0.004828	-0.013967	0.005056	-0.002574	0.4910	5.8259
8.5000	0.005000	0.004790	0.004627	-0.001115	0.004981	-0.007537	0.4199	7.8617
8.5100	0.005000	0.004741	0.004798	-0.005260	0.004953	-0.002728	0.4732	6.1996
8.5200	0.005000	0.004741	0.004654	0.003216	0.004869	-0.008383	0.4266	7.5875
8.5300	0.005000	0.004741	0.004825	0.000997	0.004850	-0.001900	0.4665	6.6441
8.5400	0.005000	0.004741	0.004700	-0.000942	0.004790	-0.006056	0.4488	6.9232
8.5500	0.005000	0.004692	0.004678	0.001490	0.004771	-0.001861	0.4443	6.6575
8.5600	0.005000	0.004692	0.004716	0.011510	0.004709	-0.006271	0.4288	7.4415
8.5700	0.005000	0.004692	0.004793	0.006504	0.004698	-0.001047	0.4599	6.6401
8.5800	0.005000	0.004692	0.004697	0.004761	0.004666	-0.003222	0.4443	6.8604
8.5900	0.005000	0.004692	0.004737	0.010200	0.004630	-0.003636	0.4377	7.1694
8.6000	0.005000	0.004692	0.004767	0.007173	0.004612	-0.001752	0.4532	6.7406
8.6100	0.005000	0.004692	0.004719	0.007539	0.004613	0.000149	0.4421	6.9604
8.6200	0.005000	0.004692	0.004751	0.009147	0.004598	-0.001595	0.4443	6.9490
8.6300	0.005000	0.004741	0.004826	0.010519	0.004590	-0.000709	0.4488	7.2872
8.6400	0.005000	0.004741	0.004795	-0.000081	0.004619	0.002881	0.4688	6.3805
8.6500	0.005000	0.004741	0.004708	0.008532	0.004612	-0.000764	0.4266	7.5707
8.6600	0.005000	0.004741	0.004846	0.004027	0.004633	0.002108	0.4665	6.5709
8.6700	0.005000	0.004790	0.004796	0.006123	0.004649	0.001581	0.4443	7.4945
8.6800	0.005000	0.004790	0.004847	-0.003031	0.004690	0.004111	0.4754	6.3874
8.6900	0.005000	0.004839	0.004803	0.006710	0.004681	-0.000817	0.4332	8.0255
8.7000	0.005000	0.004839	0.004927	-0.006710	0.004746	0.006456	0.4910	6.2740
8.7100	0.005000	0.004839	0.004719	-0.004283	0.004768	0.002161	0.4421	7.3540
8.7200	0.005000	0.004839	0.004868	-0.000035	0.004801	0.003327	0.4599	7.0987
8.7300	0.005000	0.004839	0.004821	-0.005232	0.004816	0.001520	0.4665	6.7743
8.7400	0.005000	0.004888	0.004875	0.003347	0.004842	0.002603	0.4465	7.8814
8.7500	0.005000	0.004936	0.005007	-0.008845	0.004867	0.002439	0.4954	6.7538
8.7600	0.005000	0.004985	0.004884	-0.011737	0.004914	0.004754	0.4688	7.4791
8.7700	0.005000	0.004985	0.004929	-0.016110	0.004977	0.006247	0.4843	6.8645
8.7800	0.005000	0.004985	0.004858	-0.013646	0.005021	0.004442	0.4643	7.3641
8.7900	0.005000	0.004936	0.004847	-0.017057	0.005088	0.006744	0.4777	6.5495
8.8000	0.005000	0.004985	0.004898	-0.001560	0.005080	-0.000792	0.4421	8.3556
8.8100	0.005000	0.004985	0.005022	-0.023048	0.005131	0.005012	0.5199	5.9266
8.8200	0.005000	0.005034	0.004811	-0.010765	0.005117	-0.001360	0.4377	8.4850
8.8300	0.005000	0.005083	0.005139	-0.019374	0.005160	0.004343	0.5132	6.9448
8.8400	0.005000	0.005181	0.005012	-0.025102	0.005208	0.004719	0.4910	7.9072
8.8500	0.005000	0.005181	0.005031	-0.038616	0.005328	0.012071	0.5199	6.5716
8.8600	0.005000	0.005181	0.004885	-0.030079	0.005363	0.003447	0.4688	7.9073
8.8700	0.005000	0.005132	0.004980	-0.032198	0.005457	0.009410	0.4999	6.8120
8.8800	0.005000	0.005083	0.004823	-0.032437	0.005491	0.003401	0.4799	6.8721
8.8900	0.005000	0.005083	0.004915	-0.014274	0.005475	-0.001593	0.4532	8.1797
8.9000	0.005000	0.005083	0.005041	-0.030167	0.005463	-0.001194	0.5199	6.2814
8.9100	0.005000	0.005132	0.004885	-0.019679	0.005439	-0.002358	0.4554	8.4043
8.9200	0.005000	0.005132	0.005084	-0.033421	0.005449	0.000912	0.5243	6.4090
8.9300	0.005000	0.005181	0.004905	-0.027242	0.005443	-0.000534	0.4688	8.1770
8.9400	0.005000	0.005132	0.004996	-0.039627	0.005512	0.006911	0.5199	6.1664
8.9500	0.005000	0.005132	0.004817	-0.023412	0.005484	-0.002860	0.4465	8.3926
8.9600	0.005000	0.005132	0.005087	-0.030224	0.005528	0.004436	0.5154	6.7605
8.9700	0.005000	0.005181	0.004935	-0.030794	0.005517	-0.001060	0.4843	7.7773
8.9800	0.005000	0.005132	0.004942	-0.039114	0.005553	0.003592	0.5088	6.4285
8.9900	0.005000	0.005132	0.004855	-0.023181	0.005507	-0.004618	0.4532	8.2501
9.0000	0.005000	0.005083	0.004988	-0.035655	0.005551	0.004336	0.5176	6.0991
9.0100	0.005000	0.005083	0.004783	-0.022224	0.005508	-0.004304	0.4465	8.1629
9.0200	0.005000	0.005034	0.004962	-0.028600	0.005497	-0.001034	0.5043	6.3466
9.0300	0.005000	0.005083	0.004869	-0.016721	0.005429	-0.006869	0.4532	8.3388
9.0400	0.005000	0.005034	0.004966	-0.031830	0.005445	0.001673	0.5154	6.0497
9.0500	0.005000	0.005083	0.004835	-0.016459	0.005377	-0.006789	0.4443	8.5502
9.0600	0.005000	0.005083	0.005067	-0.031425	0.005412	0.003439	0.5243	6.2972
9.0700	0.005000	0.005083	0.004778	-0.028912	0.005394	-0.001808	0.4643	7.6126
9.0800	0.005000	0.005034	0.004899	-0.026731	0.005417	0.002300	0.4865	6.7620
9.0900	0.005000	0.005034	0.004848	-0.018853	0.005375	-0.004125	0.4621	7.6595
9.1000	0.005000	0.005034	0.004957	-0.020604	0.005393	0.001781	0.4888	7.0566
9.1100	0.005000	0.004985	0.004796	-0.026133	0.005358	-0.003539	0.4799	6.6331
9.1200	0.005000	0.004985	0.004838	-0.009247	0.005309	-0.004848	0.4443	8.0503
9.1300	0.005000	0.004985	0.004982	-0.020918	0.005293	-0.001686	0.5043	6.4333
9.1400	0.005000	0.005034	0.004857	-0.013957	0.005273	-0.001996	0.4554	8.1030
9.1500	0.005000	0.004985	0.004923	-0.028500	0.005280	0.000697	0.5088	5.9785
9.1600	0.005000	0.005034	0.004816	-0.010677	0.005236	-0.004352	0.4354	8.6295
9.1700	0.005000	0.004985	0.004980	-0.031165	0.005291	0.005511	0.5243	5.6122
9.1800	0.005000	0.005034	0.004755	-0.012533	0.005247	-0.004398	0.4266	8.8234
9.1900	0.005000	0.005034	0.005076	-0.026473	0.005287	0.004014	0.5221	6.3072
9.2000	0.005000	0.005083	0.004822	-0.026228	0.005273	-0.001377	0.4688	7.7796
9.2100	0.005000	0.005132	0.005055	-0.022695	0.005327	0.005305	0.4932	7.6466
9.2200	0.005000	0.005181	0.005029	-0.035875	0.005357	0.003003	0.5154	7.0235
9.2300	0.005000	0.005181	0.004913	-0.034922	0.005445	0.008834	0.4865	7.5161
9.2400	0.005000	0.005132	0.004914	-0.036169	0.005482	0.003700	0.4954	6.8654
9.2500	0.005000	0.005132	0.004901	-0.025585	0.005510	0.002775	0.4688	7.8975
9.2600	0.005000	0.005132	0.005015	-0.033574	0.005550	0.004031	0.5110	6.7509
9.2700	0.005000	0.005132	0.004867	-0.030290	0.005536	-0.001364	0.4754	7.6057
9.2800	0.005000	0.005132	0.004988	-0.027566	0.005531	-0.000535	0.4910	7.3827
9.2900	0.005000	0.005132	0.004943	-0.031957	0.005527	-0.000402	0.4954	7.1618
9.3000	0.005000	0.005132	0.004926	-0.029432	0.005541	0.001405	0.4843	7.4627
9.3100	0.005000	0.005181	0.005039	-0.027077	0.005532	-0.000896	0.4932	7.7732
9.3200	0.005000	0.005181	0.004995	-0.041676	0.005574	0.004203	0.5199	6.6189
9.3300	0.005000	0.005181	0.004876	-0.033440	0.005586	0.001202	0.4732	7.8347
9.3400	0.005000	0.005132	0.004951	-0.035189	0.005600	0.001389	0.4999	6.8593
9.3500	0.005000	0.005181	0.004967	-0.025040	0.005598	-0.000177	0.4732	8.2944
9.3600	0.005000	0.005132	0.004981	-0.047358	0.005643	0.004498	0.5354	5.7429
9.3700	0.005000	0.005132	0.004749	-0.025108	0.005582	-0.006132	0.4332	8.7745
9.3800	0.005000	0.005132	0.005111	-0.035912	0.005597	0.001494	0.5287	6.4815
9.3900	0.005000	0.005181	0.004864	-0.033744	0.005581	-0.001560	0.4754	8.0905
9.4000	0.005000	0.005132	0.004955	-0.043446	0.005618	0.003705	0.5176	6.3207
9.4100	0.005000	0.005132	0.004803	-0.029042	0.005558	-0.005996	0.4554	8.2147
9.4200	0.005000	0.005083	0.004960	-0.038436	0.005604	0.004521	0.5154	6.2425
9.4300	0.005000	0.005083	0.004772	-0.025547	0.005552	-0.005140	0.4510	8.1520
9.4400	0.005000	0.005034	0.004936	-0.033618	0.005550	-0.000199	0.5088	6.2613
9.4500	0.005000	0.005034	0.004757	-0.022736	0.005476	-0.007461	0.4510	7.9449
