# t	yd	y_sensor	y_obs	dy_obs	ie	u	R_est
21.0000	0.005000	0.019892	0.003774	-0.000130	0.3732	0.0000	19.2665
21.0100	0.005000	0.019892	0.003774	-0.000117	0.1644	9.8600	19.2656
21.0200	0.005000	0.019892	0.003777	-0.000077	0.3710	0.0000	19.2647
21.0300	0.005000	0.019892	0.003777	-0.000069	0.1666	9.8600	19.2638
21.0400	0.005000	0.019892	0.003782	-0.000015	0.3755	0.0000	19.2629
21.0500	0.005000	0.019892	0.003782	-0.000014	0.1666	9.8600	19.2620
21.0600	0.005000	0.019892	0.003780	-0.000029	0.3688	0.0000	19.2611
21.0700	0.005000	0.019892	0.003780	-0.000026	0.1644	9.8600	19.2602
21.0800	0.005000	0.019892	0.003776	-0.000063	0.3688	0.0000	19.2593
21.0900	0.005000	0.019892	0.003776	-0.000056	0.1644	9.8600	19.1675
21.1000	0.005000	0.019892	0.003771	-0.000106	0.3710	0.0000	19.1666
21.1100	0.005000	0.019892	0.003771	-0.000095	0.1622	9.8600	19.1657
21.1200	0.005000	0.019892	0.003766	-0.000127	0.3710	0.0000	19.1648
21.1300	0.005000	0.019892	0.003766	-0.000115	0.1644	9.8600	19.1640
21.1400	0.005000	0.019892	0.003761	-0.000160	0.3732	0.0000	19.1631
21.1500	0.005000	0.019892	0.003761	-0.000144	0.1666	9.8600	19.1622
21.1600	0.005000	0.019892	0.003762	-0.000121	0.3732	0.0000	19.1613
21.1700	0.005000	0.019892	0.003762	-0.000109	0.1666	9.8600	19.1604
21.1800	0.005000	0.019892	0.003768	-0.000038	0.3732	0.0000	19.1596
21.1900	0.005000	0.019892	0.003768	-0.000034	0.1666	9.8600	19.0754
21.2000	0.005000	0.019892	0.003775	0.000040	0.3732	0.0000	19.0745
21.2100	0.005000	0.019892	0.003775	0.000036	0.1644	9.8600	19.0737
21.2200	0.005000	0.019892	0.003780	0.000085	0.3710	0.0000	19.0728
21.2300	0.005000	0.019892	0.003780	0.000077	0.1666	9.8600	19.0719
21.2400	0.005000	0.019892	0.003787	0.000135	0.3755	0.0000	19.0711
21.2500	0.005000	0.019892	0.003787	0.000121	0.1688	9.8600	19.0702
21.2600	0.005000	0.019892	0.003791	0.000159	0.3732	0.0000	19.0693
21.2700	0.005000	0.019892	0.003791	0.000143	0.1666	9.8600	19.0685
21.2800	0.005000	0.019892	0.003795	0.000166	0.3732	0.0000	19.0676
21.2900	0.005000	0.019892	0.003795	0.000149	0.1666	9.8600	18.9894
21.3000	0.005000	0.019892	0.003795	0.000136	0.3710	0.0000	18.9885
21.3100	0.005000	0.019892	0.003795	0.000122	0.1644	9.8600	18.9877
21.3200	0.005000	0.019892	0.003793	0.000085	0.3688	0.0000	18.9868
21.3300	0.005000	0.019892	0.003793	0.000077	0.1644	9.8600	18.9860
21.3400	0.005000	0.019892	0.003786	-0.000002	0.3710	0.0000	18.9851
21.3500	0.005000	0.019892	0.003786	-0.000002	0.1688	9.8600	18.9843
21.3600	0.005000	0.019892	0.003780	-0.000055	0.3732	0.0000	18.9834
21.3700	0.005000	0.019892	0.003780	-0.000050	0.1666	9.8600	18.9826
21.3800	0.005000	0.019892	0.003779	-0.000058	0.3755	0.0000	18.9818
21.3900	0.005000	0.019892	0.003779	-0.000053	0.1688	9.8600	18.9102
21.4000	0.005000	0.019892	0.003783	-0.000005	0.3755	0.0000	18.9093
21.4100	0.005000	0.019892	0.003783	-0.000005	0.1666	9.8600	18.9085
21.4200	0.005000	0.019892	0.003789	0.000053	0.3710	0.0000	18.9077
21.4300	0.005000	0.019892	0.003789	0.000048	0.1644	9.8600	18.9068
21.4400	0.005000	0.019892	0.003796	0.000113	0.3732	0.0000	18.9060
21.4500	0.005000	0.019892	0.003796	0.000101	0.1666	9.8600	18.9052
21.4600	0.005000	0.019892	0.003799	0.000117	0.3710	0.0000	18.9044
21.4700	0.005000	0.019892	0.003799	0.000105	0.1644	9.8600	18.9035
21.4800	0.005000	0.019892	0.003795	0.000062	0.3710	0.0000	18.9027
21.4900	0.005000	0.019892	0.003795	0.000056	0.1666	9.8600	18.8379
21.5000	0.005000	0.019892	0.003788	-0.000027	0.3710	0.0000	18.8371
21.5100	0.005000	0.019892	0.003788	-0.000024	0.1666	9.8600	18.8363
21.5200	0.005000	0.019892	0.003782	-0.000079	0.3710	0.0000	18.8355
21.5300	0.005000	0.019892	0.003782	-0.000072	0.1688	9.8600	18.8346
21.5400	0.005000	0.019892	0.003777	-0.000108	0.3732	0.0000	18.8338
21.5500	0.005000	0.019892	0.003777	-0.000097	0.1666	9.8600	18.8330
21.5600	0.005000	0.019892	0.003777	-0.000094	0.3732	0.0000	18.8322
21.5700	0.005000	0.019892	0.003777	-0.000084	0.1666	9.8600	18.8314
21.5800	0.005000	0.019892	0.003779	-0.000054	0.3732	0.0000	18.8306
21.5900	0.005000	0.019892	0.003779	-0.000049	0.1666	9.8600	18.7712
21.6000	0.005000	0.019892	0.003783	-0.000002	0.3732	0.0000	18.7704
21.6100	0.005000	0.019892	0.003783	-0.000002	0.1688	9.8600	18.7696
21.6200	0.005000	0.019892	0.003786	0.000030	0.3710	0.0000	18.7688
21.6300	0.005000	0.019892	0.003786	0.000027	0.1644	9.8600	18.7680
21.6400	0.005000	0.019892	0.003791	0.000074	0.3755	0.0000	18.7672
21.6500	0.005000	0.019892	0.003791	0.000067	0.1688	9.8600	18.7664
21.6600	0.005000	0.019892	0.003790	0.000045	0.3688	0.0000	18.7656
21.6700	0.005000	0.019892	0.003790	0.000041	0.1688	9.8600	18.7648
21.6800	0.005000	0.019892	0.003791	0.000052	0.3755	0.0000	18.7640
21.6900	0.005000	0.019892	0.003791	0.000047	0.1644	9.8600	18.7095
21.7000	0.005000	0.019892	0.003795	0.000079	0.3755	0.0000	18.7087
21.7100	0.005000	0.019892	0.003795	0.000071	0.1688	9.8600	18.7079
21.7200	0.005000	0.019892	0.003793	0.000040	0.3666	0.0000	18.7071
21.7300	0.005000	0.019892	0.003793	0.000036	0.1666	9.8600	18.7064
21.7400	0.005000	0.019892	0.003791	0.000014	0.3755	0.0000	18.7056
21.7500	0.005000	0.019892	0.003791	0.000013	0.1688	9.8600	18.7048
21.7600	0.005000	0.019892	0.003795	0.000050	0.3732	0.0000	18.7040
21.7700	0.005000	0.019892	0.003795	0.000045	0.1666	9.8600	18.7032
21.7800	0.005000	0.019892	0.003798	0.000070	0.3755	0.0000	18.7024
21.7900	0.005000	0.019892	0.003797	0.000054	0.1644	9.8600	18.6524
21.8000	0.005000	0.019892	0.003799	0.000068	0.3688	0.0000	18.6517
21.8100	0.005000	0.019892	0.003797	0.000046	0.1666	9.8600	18.6509
21.8200	0.005000	0.019892	0.003793	0.000004	0.3710	0.0000	18.6501
21.8300	0.005000	0.019892	0.003787	-0.000057	0.1666	9.8600	18.6493
21.8400	0.005000	0.019892	0.003778	-0.000145	0.3688	0.0000	18.6486
21.8500	0.005000	0.019892	0.004638	0.008470	0.1644	9.8600	18.6478
21.8600	0.005000	0.019892	0.005259	0.013837	0.3732	0.0000	18.6470
21.8700	0.005000	0.019892	0.006635	0.026206	0.1644	9.8600	18.6462
21.8800	0.005000	0.019892	0.007608	0.033314	0.3732	0.0000	18.6455
21.8900	0.005000	0.019892	0.008873	0.042633	0.1644	9.8600	18.6023
21.9000	0.005000	0.019892	0.009164	0.041285	0.3666	0.0000	18.6015
21.9100	0.005000	0.019892	0.009431	0.039828	0.1644	9.8600	18.6007
21.9200	0.005000	0.019892	0.009089	0.032419	0.3710	0.0000	18.6000
21.9300	0.005000	0.019892	0.008819	0.026476	0.1644	9.8600	18.5992
21.9400	0.005000	0.019892	0.008368	0.019325	0.3710	0.0000	18.5984
21.9500	0.005000	0.019892	0.007698	0.010687	0.1644	9.8600	18.5977
21.9600	0.005000	0.019892	0.007364	0.006280	0.3710	0.0000	18.5969
21.9700	0.005000	0.019892	0.006712	-0.000864	0.1644	9.8600	18.5962
21.9800	0.005000	0.019892	0.006409	-0.003810	0.3732	0.0000	18.5954
21.9900	0.005000	0.019892	0.005802	-0.009494	0.1644	9.8600	18.5589
22.0000	0.005000	0.019892	0.005531	-0.011263	0.3732	0.0000	18.5581
22.0100	0.005000	0.019892	0.004989	-0.015557	0.1644	9.8600	18.5574
22.0200	0.005000	0.019892	0.004756	-0.016324	0.3710	0.0000	18.5566
22.0300	0.005000	0.019892	0.004284	-0.019413	0.1666	9.8600	18.5559
22.0400	0.005000	0.019892	0.004076	-0.019554	0.3710	0.0000	18.5551
22.0500	0.005000	0.019892	0.003671	-0.021651	0.1644	9.8600	18.5543
22.0600	0.005000	0.019892	0.003498	-0.021215	0.3666	0.0000	18.5536
22.0700	0.005000	0.019892	0.003163	-0.022446	0.1666	9.8600	18.5528
22.0800	0.005000	0.019892	0.003026	-0.021564	0.3755	0.0000	18.5521
22.0900	0.005000	0.019892	0.002756	-0.022112	0.1666	9.8600	18.5199
22.1000	0.005000	0.019892	0.002645	-0.021005	0.3732	0.0000	18.5192
22.1100	0.005000	0.019892	0.002426	-0.021096	0.1688	9.8600	18.5184
22.1200	0.005000	0.019892	0.002336	-0.019885	0.3732	0.0000	18.5177
22.1300	0.005000	0.019892	0.002159	-0.019671	0.1688	9.8600	18.5169
22.1400	0.005000	0.019892	0.002086	-0.018434	0.3732	0.0000	18.5162
22.1500	0.005000	0.019892	0.001942	-0.018028	0.1666	9.8600	18.5154
22.1600	0.005000	0.019892	0.001883	-0.016819	0.3755	0.0000	18.5147
22.1700	0.005000	0.019892	0.001766	-0.016303	0.1666	9.8600	18.5140
22.1800	0.005000	0.019892	0.001718	-0.015155	0.3710	0.0000	18.5132
22.1900	0.005000	0.019892	0.001623	-0.014587	0.1644	9.8600	18.4831
22.2000	0.005000	0.019892	0.001584	-0.013520	0.3732	0.0000	18.4824
22.2100	0.005000	0.019892	0.001507	-0.012937	0.1644	9.8600	18.4817
22.2200	0.005000	0.019892	0.001475	-0.011962	0.3732	0.0000	18.4809
22.2300	0.005000	0.019892	0.001413	-0.011391	0.1666	9.8600	18.4802
22.2400	0.005000	0.019892	0.001387	-0.010511	0.3732	0.0000	18.4794
22.2500	0.005000	0.019892	0.001336	-0.009968	0.1644	9.8600	18.4787
22.2600	0.005000	0.019892	0.001315	-0.009182	0.3710	0.0000	18.4779
22.2700	0.005000	0.019892	0.001274	-0.008677	0.1733	9.8600	18.4772
22.2800	0.005000	0.019892	0.001257	-0.007981	0.3799	0.0000	18.4765
22.2900	0.005000	0.019892	0.001223	-0.007519	0.1688	9.8600	18.4476
22.3000	0.005000	0.019892	0.001209	-0.006906	0.3710	0.0000	18.4468
22.3100	0.005000	0.019892	0.001182	-0.006489	0.1644	9.8600	18.4461
22.3200	0.005000	0.019892	0.001170	-0.005953	0.3710	0.0000	18.4454
22.3300	0.005000	0.019892	0.001148	-0.005581	0.1644	9.8600	18.4446
22.3400	0.005000	0.019892	0.001139	-0.005115	0.3710	0.0000	18.4439
22.3500	0.005000	0.019892	0.001121	-0.004785	0.1688	9.8600	18.4432
22.3600	0.005000	0.019892	0.001113	-0.004381	0.3688	0.0000	18.4424
22.3700	0.005000	0.019892	0.001098	-0.004090	0.1688	9.8600	18.4417
22.3800	0.005000	0.019892	0.001092	-0.003742	0.3688	0.0000	18.4410
22.3900	0.005000	0.019892	0.001080	-0.003488	0.1666	9.8600	18.4167
22.4000	0.005000	0.019892	0.001075	-0.003189	0.3710	0.0000	18.4160
22.4100	0.005000	0.019892	0.001066	-0.002968	0.1644	9.8600	18.4152
22.4200	0.005000	0.019892	0.001062	-0.002711	0.3688	0.0000	18.4145
22.4300	0.005000	0.019892	0.001054	-0.002520	0.1644	9.8600	18.4138
22.4400	0.005000	0.019892	0.001050	-0.002300	0.3710	0.0000	18.4131
22.4500	0.005000	0.019892	0.001044	-0.002135	0.1644	9.8600	18.4123
22.4600	0.005000	0.019892	0.001041	-0.001948	0.3755	0.0000	18.4116
22.4700	0.005000	0.019892	0.001036	-0.001806	0.1666	9.8600	18.4109
22.4800	0.005000	0.019892	0.001034	-0.001647	0.3666	0.0000	18.4101
22.4900	0.005000	0.019892	0.001030	-0.001526	0.1666	9.8600	18.3904
22.5000	0.005000	0.019892	0.001028	-0.001390	0.3732	0.0000	18.3897
22.5100	0.005000	0.019892	0.001024	-0.001287	0.1644	9.8600	18.3890
22.5200	0.005000	0.019892	0.002043	0.009029	0.3688	0.0000	18.3882
22.5300	0.005000	0.019892	0.002771	0.015411	0.1666	9.8600	18.3875
22.5400	0.005000	0.019892	0.004399	0.030149	0.3688	0.0000	18.3868
22.5500	0.005000	0.019892	0.005537	0.038509	0.1666	9.8600	18.3861
22.5600	0.005000	0.019892	0.007487	0.054156	0.3688	0.0000	18.3854
22.5700	0.005000	0.019892	0.007770	0.051577	0.1644	9.8600	18.3846
22.5800	0.005000	0.019892	0.009033	0.059051	0.3643	0.0000	18.3839
22.5900	0.005000	0.019892	0.008923	0.052044	0.1644	9.8600	18.3692
22.6000	0.005000	0.019892	0.009852	0.056122	0.3643	0.0000	18.3685
22.6100	0.005000	0.019892	0.009530	0.047294	0.1644	9.8600	18.3678
22.6200	0.005000	0.019892	0.010287	0.050138	0.3666	0.0000	18.3671
22.6300	0.005000	0.019892	0.009850	0.040755	0.1644	9.8600	18.3663
22.6400	0.005000	0.019892	0.010519	0.043365	0.3710	0.0000	18.3656
22.6500	0.005000	0.019892	0.010020	0.034039	0.1644	9.8600	18.3649
22.6600	0.005000	0.019892	0.010116	0.031593	0.3732	0.0000	18.3642
22.6700	0.005000	0.019892	0.009176	0.019031	0.1688	9.8600	18.3635
22.6800	0.005000	0.019892	0.008936	0.014736	0.3732	0.0000	18.3627
22.6900	0.005000	0.019892	0.007711	0.001005	0.1688	9.8600	18.3507
22.7000	0.005000	0.019892	0.007209	-0.004109	0.3732	0.0000	18.3500
22.7100	0.005000	0.019892	0.006349	-0.012303	0.1688	9.8600	18.3493
22.7200	0.005000	0.019892	0.006014	-0.014415	0.3621	0.0000	18.3486
22.7300	0.005000	0.019892	0.005330	-0.019821	0.1622	9.8600	18.3479
22.7400	0.005000	0.019892	0.005061	-0.020526	0.3710	0.0000	18.3471
22.7500	0.005000	0.019892	0.004507	-0.024014	0.1688	9.8600	18.3464
22.7600	0.005000	0.019892	0.004286	-0.023826	0.3710	0.0000	18.3457
22.7700	0.005000	0.019892	0.003841	-0.025888	0.1688	9.8600	18.3450
22.7800	0.005000	0.019892	0.003662	-0.025088	0.3710	0.0000	18.3443
22.7900	0.005000	0.019892	0.003304	-0.026158	0.1666	9.8600	18.3342
22.8000	0.005000	0.019892	0.003159	-0.024994	0.3710	0.0000	18.3335
22.8100	0.005000	0.019844	0.002870	-0.025383	0.1644	9.8600	18.3328
22.8200	0.005000	0.019892	0.002753	-0.024024	0.3732	0.0000	18.3320
22.8300	0.005000	0.019892	0.002519	-0.023957	0.1688	9.8600	18.3313
22.8400	0.005000	0.019892	0.002423	-0.022518	0.3732	0.0000	18.3306
22.8500	0.005000	0.019892	0.002234	-0.022157	0.1688	9.8600	18.3299
22.8600	0.005000	0.019892	0.002156	-0.020719	0.3732	0.0000	18.3292
22.8700	0.005000	0.019892	0.002003	-0.020179	0.1666	9.8600	18.3285
22.8800	0.005000	0.019892	0.001940	-0.018793	0.3755	0.0000	18.3278
22.8900	0.005000	0.019892	0.001816	-0.018156	0.1666	9.8600	18.3171
22.9000	0.005000	0.019892	0.001764	-0.016854	0.3710	0.0000	18.3164
22.9100	0.005000	0.019892	0.001664	-0.016178	0.1688	9.8600	18.3157
22.9200	0.005000	0.019892	0.001622	-0.014977	0.3777	0.0000	18.3150
22.9300	0.005000	0.019892	0.001540	-0.014299	0.1688	9.8600	18.3143
22.9400	0.005000	0.019892	0.001506	-0.013208	0.3710	0.0000	18.3136
22.9500	0.005000	0.019892	0.001439	-0.012553	0.1644	9.8600	18.3129
22.9600	0.005000	0.019892	0.001412	-0.011574	0.3688	0.0000	18.3122
22.9700	0.005000	0.019892	0.001358	-0.010957	0.1644	9.8600	18.3115
22.9800	0.005000	0.019892	0.001335	-0.010086	0.3732	0.0000	18.3108
22.9900	0.005000	0.019892	0.001291	-0.009517	0.1688	9.8600	18.3007
23.0000	0.005000	0.019892	0.001273	-0.008748	0.3710	0.0000	18.3000
23.0100	0.005000	0.019892	0.001237	-0.008231	0.1666	9.8600	18.2993
23.0200	0.005000	0.019892	0.002228	0.002502	0.3710	0.0000	18.2986
23.0300	0.005000	0.019892	0.002920	0.009169	0.1644	9.8600	18.2979
23.0400	0.005000	0.019892	0.004518	0.024235	0.3710	0.0000	18.2972
23.0500	0.005000	0.019892	0.005621	0.032840	0.1688	9.8600	18.2965
23.0600	0.005000	0.019892	0.007544	0.048786	0.3710	0.0000	18.2958
23.0700	0.005000	0.019892	0.007813	0.046595	0.1666	9.8600	18.2951
23.0800	0.005000	0.019892	0.008372	0.047531	0.3710	0.0000	18.2944
23.0900	0.005000	0.019892	0.007795	0.037004	0.1644	9.8600	18.2864
23.1000	0.005000	0.019892	0.007726	0.032610	0.3732	0.0000	18.2857
23.1100	0.005000	0.019892	0.006644	0.018535	0.1644	9.8600	18.2850
23.1200	0.005000	0.019892	0.006179	0.012033	0.3732	0.0000	18.2843
23.1300	0.005000	0.019892	0.005470	0.003737	0.1666	9.8600	18.2836
23.1400	0.005000	0.019892	0.005192	0.000581	0.3732	0.0000	18.2829
23.1500	0.005000	0.019892	0.004626	-0.005136	0.1688	9.8600	18.2822
23.1600	0.005000	0.019892	0.004403	-0.006857	0.3710	0.0000	18.2815
23.1700	0.005000	0.019892	0.003941	-0.010789	0.1644	9.8600	18.2808
23.1800	0.005000	0.019892	0.003755	-0.011571	0.3688	0.0000	18.2801
23.1900	0.005000	0.019892	0.003384	-0.014122	0.1644	9.8600	18.2737
23.2000	0.005000	0.019892	0.004103	-0.005518	0.3666	0.0000	18.2730
23.2100	0.005000	0.019892	0.004432	-0.001675	0.1644	9.8600	18.2723
23.2200	0.005000	0.019892	0.005733	0.011504	0.3710	0.0000	18.2716
23.2300	0.005000	0.019892	0.006490	0.017922	0.1644	9.8600	18.2709
23.2400	0.005000	0.019892	0.008141	0.032636	0.3755	0.0000	18.2702
23.2500	0.005000	0.019892	0.008256	0.030523	0.1666	9.8600	18.2695
23.2600	0.005000	0.019892	0.008720	0.032111	0.3755	0.0000	18.2688
23.2700	0.005000	0.019892	0.008072	0.022418	0.1666	9.8600	18.2681
23.2800	0.005000	0.019892	0.007969	0.019147	0.3732	0.0000	18.2674
23.2900	0.005000	0.019892	0.006858	0.006130	0.1644	9.8600	18.2622
23.3000	0.005000	0.019892	0.006386	0.000795	0.3732	0.0000	18.2615
23.3100	0.005000	0.019892	0.005647	-0.006679	0.1666	9.8600	18.2608
23.3200	0.005000	0.019892	0.005357	-0.008906	0.3732	0.0000	18.2601
23.3300	0.005000	0.019892	0.004768	-0.013912	0.1666	9.8600	18.2594
23.3400	0.005000	0.019892	0.004535	-0.014847	0.3710	0.0000	18.2587
23.3500	0.005000	0.019892	0.004055	-0.018165	0.1666	9.8600	18.2580
23.3600	0.005000	0.019892	0.003862	-0.018281	0.3755	0.0000	18.2573
23.3700	0.005000	0.019892	0.003476	-0.020308	0.1666	9.8600	18.2566
23.3800	0.005000	0.019892	0.003320	-0.019837	0.3710	0.0000	18.2559
23.3900	0.005000	0.019892	0.003009	-0.020962	0.1644	9.8600	18.2512
23.4000	0.005000	0.019892	0.002883	-0.020131	0.3710	0.0000	18.2505
23.4100	0.005000	0.019892	0.002631	-0.020630	0.1644	9.8600	18.2498
23.4200	0.005000	0.019892	0.003444	-0.010437	0.3732	0.0000	18.2491
23.4300	0.005000	0.019892	0.003899	-0.004850	0.1666	9.8600	18.2484
23.4400	0.005000	0.019892	0.005304	0.009686	0.3732	0.0000	18.2477
23.4500	0.005000	0.019892	0.006181	0.017492	0.1688	9.8600	18.2470
23.4600	0.005000	0.019892	0.007104	0.024967	0.3755	0.0000	18.2463
23.4700	0.005000	0.019892	0.006778	0.019217	0.1666	9.8600	18.2456
23.4800	0.005000	0.019892	0.006832	0.017826	0.3710	0.0000	18.2449
23.4900	0.005000	0.019844	0.005855	0.006281	0.1644	9.8600	18.2406
23.5000	0.005000	0.019892	0.005418	0.001277	0.3710	0.0000	18.2399
23.5100	0.005000	0.019892	0.004819	-0.004842	0.1688	9.8600	18.2392
23.5200	0.005000	0.019892	0.004582	-0.006723	0.3755	0.0000	18.2385
23.5300	0.005000	0.019892	0.004103	-0.010840	0.1688	9.8600	18.2378
23.5400	0.005000	0.019844	0.003913	-0.011654	0.3732	0.0000	18.2371
23.5500	0.005000	0.019892	0.003519	-0.014428	0.1644	9.8600	18.2364
23.5600	0.005000	0.019892	0.003360	-0.014584	0.3732	0.0000	18.2357
23.5700	0.005000	0.019892	0.003043	-0.016289	0.1666	9.8600	18.2351
23.5800	0.005000	0.019892	0.002914	-0.015948	0.3732	0.0000	18.2344
23.5900	0.005000	0.019892	0.002659	-0.016908	0.1666	9.8600	18.2298
23.6000	0.005000	0.019892	0.002554	-0.016262	0.3732	0.0000	18.2291
23.6100	0.005000	0.019892	0.002348	-0.016703	0.1666	9.8600	18.2284
23.6200	0.005000	0.019892	0.002263	-0.015882	0.3710	0.0000	18.2277
23.6300	0.005000	0.019892	0.002095	-0.015969	0.1644	9.8600	18.2270
23.6400	0.005000	0.019892	0.002976	-0.005564	0.3710	0.0000	18.2263
23.6500	0.005000	0.019892	0.003521	0.000441	0.1666	9.8600	18.2256
23.6600	0.005000	0.019892	0.005000	0.015190	0.3710	0.0000	18.2250
23.6700	0.005000	0.019892	0.005964	0.023309	0.1644	9.8600	18.2243
23.6800	0.005000	0.019892	0.007779	0.039124	0.3710	0.0000	18.2236
23.6900	0.005000	0.019892	0.007987	0.037291	0.1688	9.8600	18.2206
23.7000	0.005000	0.019892	0.009186	0.045555	0.3732	0.0000	18.2199
23.7100	0.005000	0.019892	0.009037	0.039510	0.1666	9.8600	18.2192
23.7200	0.005000	0.019892	0.009933	0.044519	0.3732	0.0000	18.2185
23.7300	0.005000	0.019892	0.009590	0.036638	0.1622	9.8600	18.2179
23.7400	0.005000	0.019892	0.010331	0.040380	0.3643	0.0000	18.2172
23.7500	0.005000	0.019892	0.009882	0.031858	0.1666	9.8600	18.2165
23.7600	0.005000	0.019892	0.010542	0.035270	0.3710	0.0000	18.2158
23.7700	0.005000	0.019892	0.010037	0.026691	0.1644	9.8600	18.2151
23.7800	0.005000	0.019892	0.010654	0.030196	0.3710	0.0000	18.2144
23.7900	0.005000	0.019892	0.010119	0.021822	0.1666	9.8600	18.2140
23.8000	0.005000	0.019892	0.010714	0.025590	0.3755	0.0000	18.2133
23.8100	0.005000	0.019892	0.010162	0.017515	0.1644	9.8600	18.2126
23.8200	0.005000	0.019892	0.010745	0.021596	0.3732	0.0000	18.2119
23.8300	0.005000	0.019892	0.010185	0.013834	0.1644	9.8600	18.2112
23.8400	0.005000	0.019892	0.010248	0.013074	0.3755	0.0000	18.2105
23.8500	0.005000	0.019892	0.009279	0.002083	0.1666	9.8600	18.2098
23.8600	0.005000	0.019892	0.009027	-0.000647	0.3732	0.0000	18.2091
23.8700	0.005000	0.019892	0.007790	-0.012949	0.1666	9.8600	18.2084
23.8800	0.005000	0.019892	0.007286	-0.016695	0.3710	0.0000	18.2078
23.8900	0.005000	0.019892	0.006414	-0.023744	0.1666	9.8600	18.2070
23.9000	0.005000	0.019892	0.006076	-0.024754	0.3710	0.0000	18.2064
23.9100	0.005000	0.019892	0.005382	-0.029215	0.1666	9.8600	18.2057
23.9200	0.005000	0.019892	0.005110	-0.029014	0.3710	0.0000	18.2050
23.9300	0.005000	0.019892	0.004549	-0.031723	0.1666	9.8600	18.2043
23.9400	0.005000	0.019892	0.005126	-0.022786	0.3710	0.0000	18.2036
23.9500	0.005000	0.019892	0.005264	-0.019120	0.1666	9.8600	18.2029
23.9600	0.005000	0.019892	0.006405	-0.005800	0.3732	0.0000	18.2022
23.9700	0.005000	0.019892	0.006977	0.000499	0.1666	9.8600	18.2015
23.9800	0.005000	0.019892	0.007720	0.007882	0.3732	0.0000	18.2009
23.9900	0.005000	0.019892	0.007274	0.002628	0.1755	9.8600	18.1994
24.0000	0.005000	0.019892	0.007267	0.002300	0.3777	0.0000	18.1987
24.0100	0.005000	0.019892	0.006240	-0.008203	0.1666	9.8600	18.1980
24.0200	0.005000	0.019892	0.005789	-0.011891	0.3688	0.0000	18.1973
24.0300	0.005000	0.019892	0.005136	-0.017229	0.1644	9.8600	18.1966
24.0400	0.005000	0.019892	0.004880	-0.018074	0.3710	0.0000	18.1959
24.0500	0.005000	0.019892	0.004358	-0.021480	0.1666	9.8600	18.1953
24.0600	0.005000	0.019844	0.004152	-0.021394	0.3755	0.0000	18.1946
24.0700	0.005000	0.019892	0.003725	-0.023525	0.1666	9.8600	18.1939
24.0800	0.005000	0.019892	0.003552	-0.022899	0.3710	0.0000	18.1932
24.0900	0.005000	0.019892	0.003210	-0.024038	0.1644	9.8600	18.1926
24.1000	0.005000	0.019892	0.003950	-0.014227	0.3688	0.0000	18.1919
24.1100	0.005000	0.019892	0.004308	-0.009224	0.1622	9.8600	18.1912
24.1200	0.005000	0.019892	0.005614	0.004756	0.3666	0.0000	18.1905
24.1300	0.005000	0.019892	0.006386	0.012000	0.1644	9.8600	18.1898
24.1400	0.005000	0.019892	0.007933	0.026269	0.3710	0.0000	18.1892
24.1500	0.005000	0.019892	0.007989	0.024201	0.1666	9.8600	18.1885
24.1600	0.005000	0.019892	0.009059	0.032479	0.3777	0.0000	18.1878
24.1700	0.005000	0.019892	0.008846	0.027101	0.1666	9.8600	18.1871
24.1800	0.005000	0.019892	0.009689	0.032827	0.3666	0.0000	18.1864
24.1900	0.005000	0.019892	0.009410	0.026754	0.1666	9.8600	18.1883
24.2000	0.005000	0.019892	0.010201	0.031987	0.3688	0.0000	18.1877
24.2100	0.005000	0.019892	0.009787	0.024649	0.1666	9.8600	18.1870
24.2200	0.005000	0.019892	0.010473	0.029044	0.3710	0.0000	18.1863
24.2300	0.005000	0.019892	0.009986	0.021273	0.1688	9.8600	18.1856
24.2400	0.005000	0.019844	0.010618	0.025458	0.3755	0.0000	18.1849
24.2500	0.005000	0.019892	0.010092	0.017656	0.1688	9.8600	18.1842
24.2600	0.005000	0.019892	0.010173	0.016702	0.3755	0.0000	18.1836
24.2700	0.005000	0.019892	0.009221	0.005507	0.1644	9.8600	18.1829
24.2800	0.005000	0.019892	0.009526	0.008012	0.3688	0.0000	18.1822
24.2900	0.005000	0.019892	0.008756	-0.000488	0.1688	9.8600	18.1836
24.3000	0.005000	0.019892	0.009185	0.003844	0.3688	0.0000	18.1830
24.3100	0.005000	0.019892	0.009036	0.001972	0.1666	9.8600	18.1823
24.3200	0.005000	0.019892	0.009932	0.010737	0.3621	0.0000	18.1816
24.3300	0.005000	0.019892	0.009589	0.006235	0.1622	9.8600	18.1809
24.3400	0.005000	0.019844	0.010036	0.010074	0.3643	0.0000	18.1802
24.3500	0.005000	0.019892	0.009374	0.002451	0.1644	9.8600	18.1795
24.3600	0.005000	0.019892	0.009446	0.002927	0.3666	0.0000	18.1789
24.3700	0.005000	0.019844	0.008486	-0.006967	0.1644	9.8600	18.1782
24.3800	0.005000	0.019892	0.008500	-0.006135	0.3732	0.0000	18.1775
24.3900	0.005000	0.019892	0.007794	-0.012574	0.1666	9.8600	18.1833
24.4000	0.005000	0.019892	0.008144	-0.007816	0.3710	0.0000	18.1826
24.4100	0.005000	0.019892	0.007855	-0.009926	0.1666	9.8600	18.1820
24.4200	0.005000	0.019892	0.008638	-0.001106	0.3710	0.0000	18.1813
24.4300	0.005000	0.019892	0.008511	-0.002268	0.1644	9.8600	18.1806
