# t	yd	y_sensor	y_obs	dy_obs	ie	u	R_est
6.9300	0.005000	0.014858	0.002567	0.012721	0.1577	9.8600	19.1270
6.9400	0.005000	0.014565	0.003941	0.025187	0.3666	0.0000	19.1262
6.9500	0.005000	0.014125	0.004673	0.029986	0.1577	9.8600	19.1253
6.9600	0.005000	0.013587	0.006303	0.043293	0.3643	0.0000	19.1244
6.9700	0.005000	0.012805	0.006903	0.044961	0.1577	9.8600	19.1235
6.9800	0.005000	0.012072	0.007663	0.048063	0.3599	0.0000	19.1227
6.9900	0.005000	0.011388	0.007228	0.038905	0.1533	9.8600	19.1135
7.0000	0.005000	0.010802	0.007227	0.035005	0.3599	0.0000	19.1127
7.0100	0.005000	0.010313	0.006204	0.021279	0.1533	9.8600	19.1118
7.0200	0.005000	0.009873	0.005754	0.014655	0.3599	0.0000	19.1109
7.0300	0.005000	0.009384	0.005107	0.006713	0.1511	9.8600	19.1101
7.0400	0.005000	0.008798	0.005621	0.011180	0.3555	0.0000	19.1092
7.0500	0.005000	0.008211	0.005675	0.010610	0.1533	8.9664	19.1083
7.0600	0.005000	0.007625	0.006744	0.020237	0.3266	3.9685	19.1075
7.0700	0.005000	0.007136	0.007225	0.023016	0.2844	0.0000	19.1066
7.0800	0.005000	0.006696	0.007577	0.024239	0.1066	8.5803	19.1057
7.0900	0.005000	0.006598	0.007200	0.018048	0.2799	4.1041	19.1193
7.1000	0.005000	0.006696	0.006923	0.013468	0.2710	0.0000	19.1184
7.1100	0.005000	0.006794	0.005665	-0.000457	0.1022	9.8600	19.1176
7.1200	0.005000	0.006989	0.005778	0.000721	0.3110	4.7675	19.1167
7.1300	0.005000	0.007136	0.005864	0.001505	0.3177	0.0314	19.1158
7.1400	0.005000	0.007087	0.005593	-0.001352	0.1177	0.0000	19.1150
7.1500	0.005000	0.007234	0.006093	0.050000	0.0489	9.8600	19.1141
7.1600	0.005000	0.007576	0.005895	0.048015	0.2644	0.0000	19.1132
7.1700	0.005000	0.007820	0.005895	0.043214	0.1244	9.8600	19.1124
7.1800	0.005000	0.008016	0.005747	0.037418	0.3399	0.0000	19.1115
7.1900	0.005000	0.008260	0.005747	0.033676	0.1444	9.8600	19.1191
7.2000	0.005000	0.008456	0.004599	0.018828	0.3532	0.0000	19.1182
7.2100	0.005000	0.008651	0.004599	0.016945	0.1511	9.8600	19.1173
7.2200	0.005000	0.008700	0.003779	0.007049	0.3577	0.0000	19.1165
7.2300	0.005000	0.008700	0.003779	0.006344	0.1511	9.8600	19.1156
7.2400	0.005000	0.008700	0.003186	-0.000221	0.3555	0.0000	19.1147
7.2500	0.005000	0.008602	0.003186	-0.000199	0.1488	9.8600	19.1138
7.2600	0.005000	0.008456	0.002616	-0.005880	0.3555	0.0000	19.1130
7.2700	0.005000	0.008211	0.002616	-0.005292	0.1488	9.8600	19.1121
7.2800	0.005000	0.007967	0.002199	-0.008930	0.3532	0.0000	19.1112
7.2900	0.005000	0.007722	0.002199	-0.008037	0.1488	9.8600	19.1231
7.3000	0.005000	0.007478	0.001892	-0.010300	0.3510	0.0000	19.1222
7.3100	0.005000	0.007283	0.001892	-0.009270	0.1488	0.0000	19.1213
7.3200	0.005000	0.007038	0.001892	-0.008343	0.0600	9.8600	19.1204
7.3300	0.005000	0.006940	0.001666	-0.009777	0.2755	0.0000	19.1196
7.3400	0.005000	0.006745	0.001666	-0.008799	0.1266	9.5514	19.1187
7.3500	0.005000	0.006500	0.001497	-0.009603	0.3332	5.9298	19.1178
7.3600	0.005000	0.006305	0.001372	-0.009893	0.3777	0.0000	19.1170
7.3700	0.005000	0.006109	0.001372	-0.008904	0.1400	8.6563	19.1161
7.3800	0.005000	0.006207	0.001279	-0.008946	0.2933	4.4593	19.1152
7.3900	0.005000	0.006500	0.001210	-0.008745	0.2844	0.0000	19.1429
7.4000	0.005000	0.006647	0.001210	-0.007870	0.1111	9.8600	19.1421
7.4100	0.005000	0.007185	0.001158	-0.007601	0.3199	1.6712	19.1412
7.4200	0.005000	0.007625	0.001158	-0.006841	0.2044	1.6215	19.1403
7.4300	0.005000	0.007918	0.001158	-0.006157	0.1222	5.2890	19.1394
7.4400	0.005000	0.008260	0.001158	-0.005541	0.1822	9.8600	19.1386
7.4500	0.005000	0.008407	0.001119	-0.005374	0.4332	1.4540	19.1377
7.4600	0.005000	0.008309	0.001090	-0.005130	0.2377	0.1342	19.1368
7.4700	0.005000	0.008211	0.001068	-0.004837	0.1000	3.0838	19.1359
7.4800	0.005000	0.008504	0.001051	-0.004522	0.0978	9.4683	19.1351
7.4900	0.005000	0.008749	0.001038	-0.004196	0.3377	9.8600	19.1688
7.5000	0.005000	0.008602	0.001437	0.000208	0.5754	0.0000	19.1680
7.5100	0.005000	0.008065	0.001751	0.003325	0.2133	9.7301	19.1671
7.5200	0.005000	0.007576	0.002152	0.007005	0.3910	6.7926	19.1662
7.5300	0.005000	0.007478	0.002508	0.009867	0.4465	0.0000	19.1653
7.5400	0.005000	0.007283	0.002508	0.008881	0.1622	0.0000	19.1644
7.5500	0.005000	0.007234	0.002508	0.007992	0.0644	9.8600	19.1636
7.5600	0.005000	0.007283	0.002792	0.010031	0.2710	0.0000	19.1627
7.5700	0.005000	0.007087	0.002691	0.008022	0.1222	9.8600	19.1618
7.5800	0.005000	0.006843	0.002698	0.007290	0.3399	0.0000	19.1609
7.5900	0.005000	0.006647	0.002540	0.004982	0.1444	9.5846	19.1418
7.6000	0.005000	0.006452	0.002442	0.003503	0.3421	6.2987	19.1409
7.6100	0.005000	0.006354	0.002422	0.002946	0.4043	0.0000	19.1400
7.6200	0.005000	0.006109	0.002388	0.002311	0.1466	8.8515	19.1392
7.6300	0.005000	0.006109	0.002331	0.001510	0.3132	4.7775	19.1383
7.6400	0.005000	0.006158	0.002355	0.001598	0.3044	0.0000	19.1374
7.6500	0.005000	0.006109	0.002355	0.001438	0.1177	9.5703	19.1365
7.6600	0.005000	0.006305	0.002363	0.001375	0.3110	7.2077	19.1357
7.6700	0.005000	0.006403	0.002364	0.001257	0.4288	0.9241	19.1348
7.6800	0.005000	0.006452	0.002364	0.001131	0.2044	0.0000	19.1339
7.6900	0.005000	0.006647	0.002364	0.001018	0.0755	9.8600	19.0919
7.7000	0.005000	0.006843	0.002328	0.000550	0.2821	0.0000	19.0910
7.7100	0.005000	0.006989	0.002291	0.000131	0.1289	9.8600	19.0902
7.7200	0.005000	0.006989	0.002262	-0.000173	0.3399	0.0000	19.0893
7.7300	0.005000	0.006940	0.002173	-0.001050	0.1444	9.8600	19.0884
7.7400	0.005000	0.006940	0.002096	-0.001710	0.3510	0.0000	19.0876
7.7500	0.005000	0.006940	0.002006	-0.002446	0.1466	0.9682	19.0867
7.7600	0.005000	0.006891	0.001966	-0.002594	0.0800	3.0042	19.0858
7.7700	0.005000	0.006891	0.001872	-0.003281	0.0933	5.9767	19.0850
7.7800	0.005000	0.006696	0.001801	-0.003659	0.2022	6.9768	19.0841
7.7900	0.005000	0.006403	0.001689	-0.004415	0.3266	3.1440	19.1017
7.8000	0.005000	0.005963	0.001605	-0.004811	0.2377	0.0000	19.1008
7.8100	0.005000	0.005621	0.001605	-0.004329	0.0866	8.9876	19.1000
7.8200	0.005000	0.005425	0.001452	-0.005427	0.2755	4.5735	19.0991
7.8300	0.005000	0.005230	0.001339	-0.006020	0.2821	0.0000	19.0982
7.8400	0.005000	0.004936	0.001339	-0.005418	0.1111	8.5270	19.0974
7.8500	0.005000	0.004692	0.001254	-0.005723	0.2755	3.5109	19.0965
7.8600	0.005000	0.004497	0.001191	-0.005784	0.2399	0.0000	19.0957
7.8700	0.005000	0.004301	0.001191	-0.005205	0.0866	8.8203	19.0948
7.8800	0.005000	0.004106	0.001143	-0.005158	0.2710	4.0082	19.0939
7.8900	0.005000	0.004008	0.001108	-0.004996	0.2599	0.0000	19.1167
7.9000	0.005000	0.003763	0.001108	-0.004496	0.0955	8.7136	19.1158
7.9100	0.005000	0.003617	0.001081	-0.004317	0.2733	4.0756	19.1149
7.9200	0.005000	0.003470	0.001061	-0.004086	0.2622	0.0000	19.1141
7.9300	0.005000	0.003275	0.001061	-0.003678	0.0955	8.7136	19.1132
7.9400	0.005000	0.003226	0.001046	-0.003461	0.2733	4.0653	19.1123
7.9500	0.005000	0.003128	0.001047	-0.003106	0.2644	0.0000	19.1115
7.9600	0.005000	0.003030	0.001047	-0.002795	0.0955	8.7195	19.1106
7.9700	0.005000	0.002981	0.001047	-0.002509	0.2733	3.7529	19.1097
7.9800	0.005000	0.002981	0.001047	-0.002258	0.2466	0.0000	19.1089
7.9900	0.005000	0.002933	0.001047	-0.002033	0.0911	8.7670	19.1286
8.0000	0.005000	0.002933	0.001048	-0.001825	0.2710	4.0100	19.1278
8.0100	0.005000	0.002933	0.001055	-0.001570	0.2599	0.0000	19.1269
8.0200	0.005000	0.002884	0.001055	-0.001413	0.0955	8.7136	19.1260
8.0300	0.005000	0.002981	0.001060	-0.001218	0.2733	4.1199	19.1251
8.0400	0.005000	0.003079	0.001065	-0.001055	0.2644	0.0000	19.1243
8.0500	0.005000	0.003079	0.001065	-0.000950	0.0978	9.0096	19.1234
8.0600	0.005000	0.003177	0.001068	-0.000824	0.2755	5.0325	19.1225
8.0700	0.005000	0.003372	0.001127	-0.000150	0.3021	0.0000	19.1217
8.0800	0.005000	0.003421	0.001127	-0.000135	0.1133	9.2893	19.1208
8.0900	0.005000	0.003617	0.001164	0.000251	0.3044	6.0587	19.1820
8.1000	0.005000	0.003715	0.001192	0.000507	0.3688	0.0000	19.1811
8.1100	0.005000	0.003666	0.001192	0.000457	0.1355	8.0620	19.1803
8.1200	0.005000	0.003666	0.001201	0.000500	0.2710	4.6520	19.1794
8.1300	0.005000	0.003666	0.001208	0.000520	0.2777	0.0000	19.1785
8.1400	0.005000	0.003617	0.001208	0.000468	0.1044	9.4050	19.1776
8.1500	0.005000	0.003568	0.001157	-0.000094	0.3021	5.8280	19.1767
8.1600	0.005000	0.003470	0.001118	-0.000468	0.3555	0.0000	19.1758
8.1700	0.005000	0.003177	0.001118	-0.000421	0.1311	8.2871	19.1750
8.1800	0.005000	0.002884	0.001089	-0.000668	0.2777	2.5953	19.1741
8.1900	0.005000	0.002884	0.001089	-0.000602	0.2066	0.0000	19.2065
8.2000	0.005000	0.002786	0.001089	-0.000541	0.0755	9.3299	19.2056
8.2100	0.005000	0.002737	0.001068	-0.000704	0.2755	5.6212	19.2047
8.2200	0.005000	0.002688	0.001051	-0.000798	0.3332	0.0000	19.2039
8.2300	0.005000	0.002444	0.001051	-0.000718	0.1266	8.3404	19.2030
8.2400	0.005000	0.002297	0.001039	-0.000770	0.2733	3.1055	19.2021
8.2500	0.005000	0.002297	0.001039	-0.000693	0.2177	0.0000	19.2012
8.2600	0.005000	0.002297	0.001039	-0.000624	0.0778	9.4820	19.2003
8.2700	0.005000	0.002297	0.001029	-0.000656	0.2844	6.0415	19.1994
8.2800	0.005000	0.002395	0.001022	-0.000660	0.3555	0.0000	19.1985
8.2900	0.005000	0.002444	0.001022	-0.000594	0.1311	9.0580	19.2265
8.3000	0.005000	0.002346	0.001017	-0.000587	0.3088	4.5238	19.2256
8.3100	0.005000	0.002444	0.001013	-0.000566	0.2910	0.0000	19.2248
8.3200	0.005000	0.002542	0.001013	-0.000509	0.1066	9.5100	19.2239
8.3300	0.005000	0.002590	0.001011	-0.000487	0.3066	6.1915	19.2230
8.3400	0.005000	0.002884	0.001009	-0.000458	0.3755	0.0000	19.2221
8.3500	0.005000	0.002981	0.001009	-0.000412	0.1355	9.6494	19.2212
8.3600	0.005000	0.003079	0.001007	-0.000386	0.3332	6.8552	19.2203
8.3700	0.005000	0.003372	0.001006	-0.000358	0.4199	0.3124	19.2194
8.3800	0.005000	0.003470	0.001005	-0.000332	0.1755	0.0000	19.2185
8.3900	0.005000	0.003666	0.001084	0.000496	0.0644	9.8600	19.2172
8.4000	0.005000	0.004399	0.001360	0.003204	0.2710	0.0000	19.2163
8.4100	0.005000	0.005181	0.001360	0.002884	0.1266	9.8600	19.2154
8.4200	0.005000	0.005767	0.001564	0.004637	0.3332	0.0000	19.2145
8.4300	0.005000	0.006305	0.001564	0.004174	0.1400	9.8600	19.2136
8.4400	0.005000	0.006745	0.001716	0.005272	0.3510	0.0000	19.2127
8.4500	0.005000	0.007283	0.001716	0.004745	0.1466	9.8600	19.2118
8.4600	0.005000	0.007722	0.001829	0.005399	0.3555	0.0000	19.2109
8.4700	0.005000	0.008162	0.001829	0.004860	0.1488	9.8600	19.2101
8.4800	0.005000	0.008553	0.001833	0.004413	0.3555	0.0000	19.2092
8.4900	0.005000	0.009042	0.001833	0.003972	0.1488	9.8600	19.2333
8.5000	0.005000	0.009433	0.001622	0.001461	0.3599	0.0000	19.2324
8.5100	0.005000	0.009971	0.001622	0.001315	0.1533	9.8600	19.2315
8.5200	0.005000	0.010557	0.001464	-0.000387	0.3577	0.0000	19.2307
8.5300	0.005000	0.011193	0.001464	-0.000348	0.1533	9.8600	19.2298
8.5400	0.005000	0.011877	0.001348	-0.001482	0.3577	0.0000	19.2289
8.5500	0.005000	0.012414	0.001348	-0.001334	0.1555	9.8600	19.2280
8.5600	0.005000	0.012854	0.001260	-0.002073	0.3599	0.0000	19.2271
8.5700	0.005000	0.013245	0.001260	-0.001866	0.1577	9.8600	19.2262
8.5800	0.005000	0.013636	0.001195	-0.002330	0.3666	0.0000	19.2253
8.5900	0.005000	0.013978	0.001195	-0.002097	0.1600	9.8600	19.2382
8.6000	0.005000	0.014223	0.001147	-0.002374	0.3710	0.0000	19.2373
8.6100	0.005000	0.014272	0.001147	-0.002137	0.1577	9.8600	19.2364
8.6200	0.005000	0.014174	0.001155	-0.001837	0.3666	0.0000	19.2355
8.6300	0.005000	0.013734	0.001162	-0.001590	0.1600	9.8600	19.2346
8.6400	0.005000	0.013245	0.001360	0.000554	0.3599	0.0000	19.2337
8.6500	0.005000	0.012561	0.001507	0.001972	0.1533	9.8600	19.2328
8.6600	0.005000	0.011779	0.001934	0.006043	0.3599	0.0000	19.2319
8.6700	0.005000	0.010850	0.002201	0.008108	0.1511	9.8600	19.2310
8.6800	0.005000	0.009775	0.002682	0.012110	0.3532	0.0000	19.2301
8.6900	0.005000	0.008798	0.002837	0.012448	0.1488	9.6894	19.2355
8.7000	0.005000	0.007771	0.003258	0.015409	0.3532	5.5135	19.2346
8.7100	0.005000	0.006843	0.003267	0.013962	0.3688	0.0000	19.2337
8.7200	0.005000	0.005865	0.003274	0.012636	0.1377	8.2071	19.2328
8.7300	0.005000	0.005132	0.003122	0.009851	0.2755	2.6342	19.2319
8.7400	0.005000	0.004545	0.003009	0.007733	0.2066	0.0000	19.2310
8.7500	0.005000	0.004008	0.002620	0.003076	0.0778	8.9269	19.2301
8.7600	0.005000	0.003617	0.002815	0.004715	0.2666	4.4500	19.2292
8.7700	0.005000	0.003275	0.002960	0.005694	0.2733	0.0000	19.2283
8.7800	0.005000	0.002884	0.002954	0.005060	0.1022	8.6337	19.2274
8.7900	0.005000	0.002590	0.002949	0.004505	0.2733	3.6849	19.2572
8.8000	0.005000	0.002444	0.002945	0.004018	0.2422	0.0000	19.2563
8.8100	0.005000	0.002151	0.002945	0.003617	0.0889	8.7936	19.2554
8.8200	0.005000	0.002004	0.002440	-0.001793	0.2688	4.4269	19.2545
8.8300	0.005000	0.001955	0.002071	-0.005309	0.2710	0.0000	19.2536
8.8400	0.005000	0.001857	0.002071	-0.004779	0.1000	8.9948	19.2527
8.8500	0.005000	0.001711	0.001798	-0.007026	0.2799	4.3896	19.2518
8.8600	0.005000	0.001711	0.001597	-0.008336	0.2755	0.0000	19.2509
8.8700	0.005000	0.001564	0.001597	-0.007502	0.1022	8.6337	19.2500
8.8800	0.005000	0.001417	0.001448	-0.008248	0.2710	3.5417	19.2491
8.8900	0.005000	0.001320	0.001448	-0.007423	0.2355	0.0000	19.2836
8.9000	0.005000	0.001026	0.001448	-0.006681	0.0844	8.8469	19.2827
8.9100	0.005000	0.000587	0.001336	-0.007127	0.2510	4.3148	19.2818
8.9200	0.005000	0.000293	0.001336	-0.006414	0.2444	0.0000	19.2809
8.9300	0.005000	0.000244	0.001336	-0.005773	0.0889	9.1533	19.2800
8.9400	0.005000	0.000098	0.001278	-0.005780	0.2755	4.7876	19.2791
8.9500	0.005000	0.000098	0.001270	-0.005281	0.2844	0.0000	19.2782
8.9600	0.005000	0.000098	0.001270	-0.004753	0.1022	8.8595	19.2773
8.9700	0.005000	0.000049	0.001291	-0.004063	0.2777	4.0760	19.2764
8.9800	0.005000	0.000049	0.001317	-0.003400	0.2622	0.0000	19.2755
8.9900	0.005000	0.000098	0.001317	-0.003060	0.0911	8.9919	19.3183
9.0000	0.005000	0.000000	0.001361	-0.002308	0.2755	4.3840	19.3174
9.0100	0.005000	0.000000	0.001390	-0.001796	0.2710	0.0000	19.3165
9.0200	0.005000	0.000049	0.001390	-0.001616	0.0978	9.1352	19.3155
9.0300	0.005000	0.000000	0.001403	-0.001323	0.2777	4.8996	19.3146
9.0400	0.005000	0.000000	0.001428	-0.000934	0.2910	0.0000	19.3137
9.0500	0.005000	0.000000	0.001428	-0.000841	0.1044	8.8189	19.3128
9.0600	0.005000	0.000000	0.001466	-0.000381	0.2777	4.1068	19.3119
9.0700	0.005000	0.000000	0.001481	-0.000192	0.2644	0.0000	19.3110
9.0800	0.005000	0.000000	0.001481	-0.000173	0.0955	8.8356	19.3101
9.0900	0.005000	0.000000	0.001487	-0.000096	0.2666	4.1917	19.3926
9.1000	0.005000	0.000000	0.001471	-0.000250	0.2599	0.0000	19.3917
9.1100	0.005000	0.000000	0.001471	-0.000225	0.0911	8.7989	19.3907
9.1200	0.005000	0.000000	0.001432	-0.000588	0.2688	3.9833	19.3898
9.1300	0.005000	0.000000	0.001432	-0.000530	0.2510	0.0000	19.3889
9.1400	0.005000	0.000000	0.001432	-0.000477	0.0866	8.8203	19.3880
9.1500	0.005000	0.000000	0.001390	-0.000849	0.2666	4.0615	19.3870
9.1600	0.005000	0.000000	0.001348	-0.001184	0.2555	0.0000	19.3861
9.1700	0.005000	0.000000	0.001348	-0.001066	0.0911	8.7670	19.3852
9.1800	0.005000	0.000000	0.001317	-0.001273	0.2666	3.9282	19.3843
9.1900	0.005000	0.000000	0.001317	-0.001146	0.2488	0.0000	19.4649
9.2000	0.005000	0.000000	0.001317	-0.001031	0.0911	8.7670	19.4640
9.2100	0.005000	0.000000	0.001296	-0.001137	0.2622	3.9816	19.4630
9.2200	0.005000	0.000000	0.001296	-0.001024	0.2488	0.0000	19.4621
9.2300	0.005000	0.000000	0.001296	-0.000921	0.0889	8.7936	19.4611
9.2400	0.005000	0.000000	0.001280	-0.000986	0.2688	3.9682	19.4602
9.2500	0.005000	0.000000	0.001280	-0.000887	0.2510	0.0000	19.4593
9.2600	0.005000	0.000000	0.001280	-0.000798	0.0889	8.7936	19.4583
9.2700	0.005000	0.000000	0.001268	-0.000836	0.2666	3.9949	19.4574
9.2800	0.005000	0.000000	0.001268	-0.000752	0.2533	0.0000	19.4565
9.2900	0.005000	0.000000	0.001268	-0.000677	0.0889	8.7936	19.5265
9.3000	0.005000	0.000000	0.001273	-0.000567	0.2666	3.9949	19.5256
9.3100	0.005000	0.000000	0.001273	-0.000510	0.2510	0.0000	19.5246
9.3200	0.005000	0.000000	0.001273	-0.000459	0.0866	8.8203	19.5237
9.3300	0.005000	0.000000	0.001276	-0.000381	0.2666	4.0615	19.5227
9.3400	0.005000	0.000000	0.001270	-0.000397	0.2555	0.0000	19.5218
9.3500	0.005000	0.000000	0.001270	-0.000358	0.0911	8.7670	19.5208
9.3600	0.005000	0.000000	0.001261	-0.000415	0.2644	3.9549	19.5199
9.3700	0.005000	0.000000	0.001261	-0.000373	0.2466	0.0000	19.5189
9.3800	0.005000	0.000000	0.001261	-0.000336	0.0889	8.7936	19.5180
9.3900	0.005000	0.000000	0.001254	-0.000372	0.2666	3.9949	19.6256
9.4000	0.005000	0.000000	0.001254	-0.000335	0.2533	0.0000	19.6246
9.4100	0.005000	0.000000	0.001254	-0.000302	0.0911	8.7670	19.6236
9.4200	0.005000	0.000000	0.001251	-0.000298	0.2688	3.9016	19.6227
9.4300	0.005000	0.000000	0.001251	-0.000268	0.2488	0.0000	19.6217
9.4400	0.005000	0.000000	0.001251	-0.000241	0.0889	8.7936	19.6207
9.4500	0.005000	0.000000	0.001250	-0.000237	0.2666	3.9949	19.6198
9.4600	0.005000	0.000000	0.001250	-0.000213	0.2510	0.0000	19.6188
9.4700	0.005000	0.000000	0.001250	-0.000192	0.0866	8.8203	19.6178
9.4800	0.005000	0.000000	0.001264	-0.000030	0.2688	4.0349	19.6168
9.4900	0.005000	0.000000	0.001264	-0.000025	0.2555	0.0000	19.7113
9.5000	0.005000	0.000000	0.001264	-0.000023	0.0889	8.7936	19.7104
9.5100	0.005000	0.000000	0.001264	-0.000019	0.2666	3.9949	19.7094
9.5200	0.005000	0.000000	0.001264	-0.000017	0.2488	0.0000	19.7084
9.5300	0.005000	0.000000	0.001264	-0.000015	0.0866	8.8203	19.7074
9.5400	0.005000	0.000000	0.001262	-0.000039	0.2666	4.0615	19.7064
9.5500	0.005000	0.000000	0.001247	-0.000185	0.2555	0.0000	19.7054
9.5600	0.005000	0.000000	0.001247	-0.000166	0.0911	8.7670	19.7044
9.5700	0.005000	0.000000	0.001233	-0.000288	0.2666	3.9282	19.7034
9.5800	0.005000	0.000000	0.001233	-0.000259	0.2466	0.0000	19.7025
9.5900	0.005000	0.000000	0.001233	-0.000233	0.0889	8.7936	19.7797
9.6000	0.005000	0.000000	0.001236	-0.000183	0.2666	3.9949	19.7787
9.6100	0.005000	0.000000	0.001236	-0.000165	0.2510	0.0000	19.7777
9.6200	0.005000	0.000000	0.001236	-0.000148	0.0889	8.7936	19.7767
9.6300	0.005000	0.000000	0.001240	-0.000087	0.2688	3.9682	19.7757
9.6400	0.005000	0.000000	0.001240	-0.000078	0.2533	0.0000	19.7747
9.6500	0.005000	0.000000	0.001240	-0.000070	0.0889	8.7936	19.7737
9.6600	0.005000	0.000000	0.001241	-0.000055	0.2644	4.0216	19.7727
9.6700	0.005000	0.000000	0.001241	-0.000049	0.2488	0.0000	19.7717
9.6800	0.005000	0.000000	0.001241	-0.000044	0.0889	8.7936	19.7707
9.6900	0.005000	0.000000	0.001255	0.000098	0.2666	3.9949	19.8798
9.7000	0.005000	0.000000	0.001255	0.000088	0.2510	0.0000	19.8788
9.7100	0.005000	0.000000	0.001255	0.000079	0.0889	8.7936	19.8777
9.7200	0.005000	0.000000	0.001265	0.000174	0.2666	3.9949	19.8767
9.7300	0.005000	0.000000	0.001265	0.000157	0.2510	0.0000	19.8757
9.7400	0.005000	0.000000	0.001265	0.000141	0.0889	8.7936	19.8747
9.7500	0.005000	0.000000	0.001273	0.000204	0.2666	3.9949	19.8736
9.7600	0.005000	0.000000	0.001273	0.000184	0.2510	0.0000	19.8726
9.7700	0.005000	0.000000	0.001273	0.000165	0.0889	8.7936	19.8716
9.7800	0.005000	0.000000	0.001276	0.000181	0.2666	3.9949	19.8706
9.7900	0.005000	0.000000	0.001276	0.000163	0.2510	0.0000	19.9635
9.8000	0.005000	0.000000	0.001276	0.000146	0.0889	8.7936	19.9624
9.8100	0.005000	0.000000	0.001281	0.000182	0.2666	3.9949	19.9614
9.8200	0.005000	0.000000	0.001281	0.000163	0.2533	0.0000	19.9604
9.8300	0.005000	0.000000	0.001281	0.000147	0.0911	8.7670	19.9593
9.8400	0.005000	0.000000	0.001285	0.000170	0.2666	3.9282	19.9583
9.8500	0.005000	0.000000	0.001285	0.000153	0.2488	0.0000	19.9573
9.8600	0.005000	0.000000	0.001285	0.000138	0.0866	8.8203	19.9562
9.8700	0.005000	0.000000	0.001290	0.000178	0.2688	4.0349	19.9552
9.8800	0.005000	0.000000	0.001281	0.000070	0.2555	0.0000	19.9541
9.8900	0.005000	0.000000	0.001281	0.000063	0.0911	8.7670	20.0236
9.9000	0.005000	0.000000	0.001274	-0.000011	0.2666	3.9282	20.0225
9.9100	0.005000	0.000000	0.001274	-0.000010	0.2488	0.0000	20.0214
9.9200	0.005000	0.000000	0.001274	-0.000009	0.0889	8.7936	20.0204
9.9300	0.005000	0.000000	0.001269	-0.000059	0.2666	3.9949	20.0193
9.9400	0.005000	0.000000	0.001269	-0.000053	0.2533	0.0000	20.0183
9.9500	0.005000	0.000000	0.001269	-0.000047	0.0889	8.7936	20.0172
9.9600	0.005000	0.000000	0.001265	-0.000081	0.2666	3.9949	20.0162
9.9700	0.005000	0.000000	0.001265	-0.000073	0.2510	0.0000	20.0152
9.9800	0.005000	0.000000	0.001265	-0.000065	0.0911	8.7670	20.0141
9.9900	0.005000	0.000000	0.001257	-0.000140	0.2644	3.9549	20.1124
10.0000	0.005000	0.000000	0.001257	-0.000126	0.2488	0.0000	20.1113
10.0100	0.005000	0.000000	0.001257	-0.000113	0.0889	8.7936	20.1103
10.0200	0.005000	0.000000	0.001264	-0.000032	0.2666	3.9949	20.1092
10.0300	0.005000	0.000000	0.001264	-0.000028	0.2488	0.0000	20.1081
10.0400	0.005000	0.000000	0.001264	-0.000026	0.0889	8.7936	20.1071
10.0500	0.005000	0.000000	0.001272	0.000056	0.2688	3.9682	20.1060
10.0600	0.005000	0.000000	0.001265	-0.000022	0.2555	0.0000	20.1049
10.0700	0.005000	0.000000	0.001265	-0.000019	0.0889	8.7936	20.1039
10.0800	0.005000	0.000000	0.001262	-0.000045	0.2688	3.9682	20.1028
10.0900	0.005000	0.000000	0.001250	-0.000166	0.2555	0.0000	20.1809
10.1000	0.005000	0.000000	0.001250	-0.000149	0.0911	8.7670	20.1798
10.1100	0.005000	0.000000	0.001235	-0.000281	0.2622	3.9816	20.1787
10.1200	0.005000	0.000000	0.001235	-0.000253	0.2466	0.0000	20.1776
10.1300	0.005000	0.000000	0.001235	-0.000227	0.0866	8.8203	20.1765
10.1400	0.005000	0.000000	0.001224	-0.000314	0.2688	4.0349	20.1754
10.1500	0.005000	0.000000	0.001224	-0.000283	0.2533	0.0000	20.1744
10.1600	0.005000	0.000000	0.001224	-0.000255	0.0866	8.8203	20.1733
10.1700	0.005000	0.000000	0.001232	-0.000155	0.2688	4.0349	20.1722
10.1800	0.005000	0.000000	0.001222	-0.000240	0.2555	0.0000	20.1711
10.1900	0.005000	0.000000	0.001222	-0.000216	0.0933	8.7403	20.2274
10.2000	0.005000	0.000000	0.001227	-0.000139	0.2666	3.8616	20.2263
10.2100	0.005000	0.000000	0.001227	-0.000125	0.2444	0.0000	20.2252
10.2200	0.005000	0.000000	0.001227	-0.000113	0.0889	8.7936	20.2241
10.2300	0.005000	0.000000	0.001236	-0.000008	0.2666	3.9949	20.2230
10.2400	0.005000	0.000000	0.001236	-0.000007	0.2488	0.0000	20.2219
10.2500	0.005000	0.000000	0.001236	-0.000006	0.0889	8.7936	20.2208
10.2600	0.005000	0.000000	0.001241	0.000038	0.2666	3.9949	20.2198
10.2700	0.005000	0.000000	0.001241	0.000035	0.2533	0.0000	20.2187
10.2800	0.005000	0.000000	0.001241	0.000031	0.0911	8.7670	20.2176
10.2900	0.005000	0.000000	0.001244	0.000061	0.2688	3.9016	20.3023
10.3000	0.005000	0.000000	0.001244	0.000055	0.2488	0.0000	20.3012
10.3100	0.005000	0.000000	0.001244	0.000049	0.0889	8.7936	20.3001
10.3200	0.005000	0.000000	0.001257	0.000174	0.2644	4.0216	20.2989
10.3300	0.005000	0.000000	0.001257	0.000157	0.2533	0.0000	20.2978
10.3400	0.005000	0.000000	0.001257	0.000141	0.0911	8.7670	20.2967
10.3500	0.005000	0.000000	0.001267	0.000224	0.2666	3.9282	20.2956
